PL (NUM_DEP,NUM_COM,SECTION,NUM);SURFACE;PERIMETRE;Nseg;N50;P2;MSI;PSI;ELONG
110040A0065;3.11440;980;17;3;36.47;1.567;0.538475512900177;1.539
110040A0393;0.15957;217;13;3;45.27;1.534;0.621577161574557;4.663
110040A0392;0.04589;94;9;2;53.89;1.241;0.738868710201632;2.350
110040A0220;0.00917;55;6;2;61.44;1.624;0.566402520373484;2.821
110040A0219;0.00063;10;4;2;52.62;1.131;0.926016583798302;1.148
110040A0217;0.02096;60;4;2;55.84;1.170;0.877934193532712;1.003
110040A0391;0.31899;267;6;2;73.74;1.333;0.692077180270858;3.185
110040A0228;0.00110;13;4;2;52.14;1.130;0.930105316129834;1.103
110040A0227;0.34081;267;6;2;55.98;1.291;0.758746676653318;2.368
110040A0216;0.25993;237;5;2;60.75;1.312;0.756415936384637;2.300
110040A0215;0.23979;255;6;2;63.12;1.468;0.627922745119127;4.203
110040A0214;0.49130;280;6;2;52.22;1.128;0.877137859719835;1.119
110040A0212;0.00066;10;4;2;54.18;1.133;0.898241969320478;1.200
110040A0211;0.19409;188;4;2;65.01;1.205;0.831257151685372;1.567
110040A0210;0.60106;480;10;3;38.24;1.745;0.634633888205636;1.653
110040A0236;0.07983;174;4;2;87.88;1.735;0.611483446627382;7.218
110040A0231;0.18581;241;5;2;67.64;1.577;0.670196840893145;5.397
110040A0230;0.17114;240;4;2;86.18;1.636;0.635778248038307;6.039
110040A0229;0.37841;394;11;2;51.38;1.809;0.660146832624775;2.596
110040A0207;0.44477;275;8;2;51.92;1.163;0.721769766806806;1.438
110040A0203;0.35014;244;4;2;61.74;1.162;0.816365520513726;1.559
110040A0201;0.09251;129;4;2;67.03;1.201;0.771569416574037;2.051
110040A0237;0.35613;250;4;2;64.40;1.181;0.852077945681662;1.718
110040A0234;0.97776;475;13;4;33.30;1.355;0.681537464592373;1.789
110040A0233;0.40296;258;4;2;57.15;1.145;0.923727152793547;1.468
110040A0232;0.85987;394;7;2;66.61;1.198;0.732598572891787;1.837
110040A0213;0.64478;351;13;3;49.33;1.233;0.683879025477752;1.034
110040A0512;0.00493;34;4;2;65.01;1.371;0.695334917360623;1.764
110040A0510;0.03689;89;6;2;71.06;1.307;0.628334081343252;2.184
110040A0511;0.05945;100;4;2;57.40;1.156;0.834043321200227;1.159
110040A0513;0.04165;86;4;2;65.22;1.189;0.805024648506166;1.626
110040A0514;0.01394;73;5;2;70.56;1.746;0.541687926953722;4.888
110040A0204;0.33803;235;5;2;52.75;1.139;0.791397946513277;1.273
110040A0487;0.01718;55;4;2;63.96;1.181;0.80076065894651;1.881
110040A0486;0.01417;50;5;2;55.37;1.173;0.784711074612224;1.821
110040A0479;0.01541;50;4;2;52.45;1.130;0.880829306437899;1.126
110040A0478;0.04045;82;4;2;60.45;1.154;0.834429365193249;1.555
110040A0395;0.05324;171;8;2;55.87;2.085;0.483161962182302;6.001
110040A0485;0.02130;100;8;2;58.75;1.939;0.480111199409031;2.851
110040A0483;0.03340;164;9;3;44.07;2.538;0.475136991975389;3.109
110040A0481;0.00891;48;5;2;57.51;1.441;0.652144753240973;1.834
110040A0480;0.04509;94;7;3;45.16;1.249;0.738796782092823;2.271
110040A0477;0.07590;261;16;2;52.41;2.671;0.386959889381284;5.883
110040A0194;0.00296;23;4;2;62.31;1.171;0.802207451623062;1.804
110040A0493;0.39782;280;4;2;68.20;1.253;0.74872666520192;1.200
110040A0241;0.04979;92;5;3;45.95;1.157;0.858892385632411;1.890
110040A0239;0.28696;246;5;2;55.63;1.297;0.779086034640424;2.604
110040A0238;0.39843;264;6;3;47.71;1.182;0.817042966094099;1.886
110040A0235;0.38143;331;7;2;64.54;1.513;0.605128663133145;2.905
110040A0198;0.82248;460;8;3;45.27;1.430;0.635895548044723;3.903
110040A0197;0.57654;413;6;2;60.20;1.536;0.583408187467457;5.116
110040A0492;0.99763;518;19;5;31.77;1.463;0.616236877759579;1.304
110040A0484;0.10577;133;5;2;50.41;1.157;0.819022092836335;1.403
110040A0505;0.32678;225;7;3;40.60;1.109;0.840441925709618;1.318
110040A0506;1.11861;449;8;2;52.48;1.197;0.71493749950024;1.199
110040A0515;0.18753;352;19;5;28.04;2.292;0.454766919858368;6.817
110040A0476;0.05564;236;13;4;32.48;2.828;0.44214535172694;5.019
110040A0474;0.08424;392;20;6;20.80;3.811;0.406939217493416;12.007
110040A0172;0.45280;358;9;2;52.18;1.503;0.549415278690451;2.752
110040A0171;1.02872;446;17;3;42.35;1.241;0.654040778241655;1.886
110040A0170;0.83447;490;12;4;34.57;1.513;0.623969119825293;1.389
110040A0240;0.15659;224;6;3;46.45;1.598;0.69438237929117;3.887
110040A0248;0.19853;195;6;2;65.19;1.237;0.705465337026153;1.786
110040A0247;0.14504;175;6;2;52.56;1.297;0.740016845411619;2.530
110040A0242;1.22321;457;8;3;42.17;1.165;0.764102694800178;1.588
110040A0507;0.97154;416;6;2;57.94;1.191;0.738981343159039;1.550
110040A0251;0.37282;414;10;3;47.91;1.911;0.47731846834685;5.954
110040A0437;0.68150;341;5;2;57.02;1.165;0.782406968718278;1.303
110040A0183;0.25890;218;13;4;33.37;1.207;0.756314419590527;1.313
110040A0177;0.17291;189;5;2;66.60;1.280;0.68059018575134;1.104
110040A0176;0.29829;253;8;3;42.68;1.307;0.714454422310851;1.480
110040A0175;0.90161;404;8;2;56.07;1.200;0.727572599798518;1.199
110040A0174;0.50926;369;11;3;46.26;1.458;0.652799291331483;3.684
110040A0273;0.00928;39;4;2;55.50;1.137;0.850079083362884;1.219
110040A0260;0.03663;101;4;2;68.47;1.494;0.635756361309917;2.697
110040A0258;0.61236;342;5;2;62.76;1.233;0.72422259859061;1.176
110040A0257;0.48208;326;4;2;74.89;1.323;0.761595859883519;3.249
110040A0422;0.01431;51;4;2;65.06;1.203;0.770951713194789;1.325
110040A0421;0.01473;171;4;2;97.94;3.968;0.35862539879065;36.611
110040A0181;0.72740;361;8;3;49.22;1.194;0.73091986796922;1.837
110040A0180;0.57657;318;5;2;61.32;1.180;0.789170564305285;1.793
110040A0179;0.58464;319;6;2;57.87;1.175;0.744620127720342;1.583
110040A0277;0.02452;87;7;2;50.17;1.571;0.631557679222113;3.132
110040A0261;0.22534;203;7;2;50.18;1.205;0.739150955206393;1.014
110040A0292;0.03548;90;7;2;50.96;1.343;0.668586356606274;1.524
110040A0290;0.11429;231;4;2;90.42;1.929;0.47920029780525;5.421
110040A0289;0.25597;224;9;3;45.78;1.246;0.678018913889963;2.163
110040A0288;0.02232;76;6;2;67.45;1.437;0.610964268199928;3.485
110040A0287;0.01876;70;6;2;60.91;1.440;0.624985913756951;1.594
110040A0286;0.04424;131;7;2;68.50;1.757;0.498356551716853;3.058
110040A0285;0.20329;181;7;2;53.70;1.130;0.792900037762146;1.228
110040A0284;0.05168;134;5;2;73.58;1.663;0.561471500525289;3.807
110040A0278;0.06355;122;9;3;45.53;1.369;0.701264233646124;2.756
110040A0276;0.11194;291;17;4;29.90;2.453;0.446432418203273;4.138
110040A0275;0.40524;261;6;2;50.17;1.159;0.759753632600322;1.757
110040A0274;0.71699;345;15;4;36.84;1.149;0.722681429178731;1.292
110040A0425;0.18036;277;10;3;49.01;1.841;0.573302596618909;2.173
110040A0363;0.72600;378;9;2;57.55;1.250;0.625198711928458;2.449
110040A0298;0.22522;215;5;2;56.19;1.275;0.720506228077032;2.467
110040A0296;0.42439;299;7;2;55.67;1.293;0.671979505013023;2.563
110040A0295;0.37221;257;5;2;50.49;1.188;0.794239335094995;1.038
110040A0294;0.71114;341;7;2;54.09;1.141;0.735590186922483;1.160
110040A0366;0.97321;424;9;3;40.97;1.212;0.728566743414437;1.961
110040A0360;0.63331;379;6;2;63.13;1.344;0.660141984274481;3.493
110040A0359;0.42462;307;6;2;64.80;1.329;0.638250342313268;2.189
110040A0358;0.21643;225;5;2;65.61;1.364;0.668555038707144;3.579
110040A0282;0.31966;266;14;3;42.91;1.326;0.621615277931785;2.617
110040A0281;0.18253;180;7;2;51.36;1.189;0.746231577334008;1.226
110040A0280;0.11917;150;6;3;43.23;1.223;0.806669878950753;1.403
110040A0279;0.90147;435;18;5;29.79;1.291;0.687157378183441;1.314
110040A0388;0.50078;314;10;3;41.02;1.251;0.718381922945963;1.378
110040A0327;0.00083;12;4;2;50.88;1.129;0.878255208840504;1.008
110040A0308;0.04820;113;7;3;48.49;1.450;0.650375129448334;1.825
110040A0307;0.00500;34;4;2;61.48;1.342;0.737504341732482;1.274
110040A0306;0.08641;188;13;4;36.43;1.808;0.590056847917266;4.436
110040A0305;0.06965;123;8;2;54.97;1.312;0.621787892599851;2.877
110040A0304;0.31087;395;19;5;27.33;2.000;0.509699952228748;4.809
110040A0302;0.19537;179;8;3;43.58;1.141;0.782281517667088;1.553
110040A0299;0.65421;333;8;3;48.48;1.163;0.721029697817221;1.450
110040A0297;0.91851;401;6;2;50.30;1.180;0.78836288969454;1.030
110040A0291;0.69304;346;5;2;61.59;1.172;0.74627003766348;1.630
110040A0283;0.51527;298;13;4;34.27;1.170;0.769393432923577;1.193
110040A0439;0.61864;369;8;2;50.00;1.325;0.658551654359549;1.478
110040A0355;0.86805;404;10;3;40.85;1.224;0.705583194827987;1.742
110040A0441;0.59451;372;6;2;63.52;1.359;0.648316201046366;3.068
110040A0503;0.03920;86;4;2;67.89;1.220;0.756505224629938;1.651
110040A0413;0.14393;166;5;2;60.32;1.231;0.734904704044832;1.035
110040A0412;0.07960;150;6;2;75.85;1.503;0.541002030273961;4.732
110040A0389;0.58377;311;13;2;51.45;1.149;0.669199516884405;1.219
110040A0326;0.08365;301;12;3;36.85;2.935;0.427765167584771;8.359
110040A0324;0.12714;318;9;2;51.82;2.513;0.421694039203308;7.315
110040A0316;0.05503;268;8;3;43.91;3.222;0.433457846219921;8.743
110040A0218;0.58531;615;13;2;57.01;2.266;0.608157808597224;5.186
110040A0246;1.29508;457;11;3;39.39;1.134;0.736296976711498;1.051
110040A0436;2.15361;614;13;3;45.05;1.180;0.659919055151039;1.222
110040A0502;1.59374;541;18;5;27.03;1.208;0.725073855955779;1.727
110040A0383;1.02462;463;11;3;38.15;1.291;0.685208154731799;2.528
110040A0185;1.27060;487;10;2;51.08;1.220;0.662636450866571;2.028
110040A0433;1.08609;486;18;5;27.51;1.316;0.645086157884291;1.078
110040A0508;1.41310;484;7;2;51.66;1.149;0.743906680338899;1.514
110040A0501;1.36832;554;13;3;40.58;1.336;0.649241522829358;2.201
110040A0499;2.84933;755;14;3;38.07;1.262;0.657639178443291;1.732
110040A0364;1.19180;503;10;4;29.58;1.301;0.718441982523065;2.540
110040A0362;1.53719;553;6;2;61.54;1.259;0.685502395625078;2.679
110040A0361;1.68449;600;11;2;56.94;1.305;0.601317498968607;2.930
110040A0182;1.10918;449;9;2;52.51;1.202;0.722532908344482;2.452
110040A0178;1.26903;584;11;4;33.59;1.463;0.647871936976105;2.498
110040A0489;4.26024;825;13;4;32.64;1.127;0.754000458929573;1.079
110040A0432;3.40907;766;14;4;26.72;1.170;0.736459854712177;1.044
110040A0509;2.08935;593;7;2;53.40;1.157;0.726632871629138;1.297
110040A0373;0.63048;622;7;2;65.70;2.210;0.424176449040876;7.348
110040A0315;2.58923;658;12;3;41.20;1.153;0.738114577920122;1.482
110040A0314;2.79658;725;17;3;49.59;1.222;0.651560966422823;2.305
110040A0313;0.94125;487;6;2;78.85;1.416;0.57562207272415;4.198
110040A0311;2.69476;792;25;5;24.33;1.360;0.571230769135823;1.781
110040A0303;1.43802;505;18;5;26.90;1.188;0.71534820691217;1.006
110040A0293;1.18007;648;13;3;38.84;1.682;0.543428665554909;1.366
110040A0488;3.48452;897;20;5;23.20;1.355;0.609838949903207;2.352
110040A0504;1.26844;501;10;2;53.95;1.255;0.629220568996471;1.467
110040A0329;2.29601;740;6;2;75.00;1.378;0.588687802687377;3.775
110040A0328;4.03478;1213;15;2;51.89;1.703;0.616149924882268;2.543
110040A0325;0.63777;670;14;2;60.03;2.365;0.406227080863266;10.689
110040A0440;2.30222;700;15;2;50.99;1.302;0.603033471397515;2.740
110040A0226;2.90763;797;23;6;25.46;1.319;0.653666686525208;1.760
110040A0173;5.67822;951;27;7;19.04;1.126;0.707582976958797;1.260
110040A0199;0.12269;143;5;2;52.86;1.150;0.806015189311831;1.042
110040A0196;0.13549;186;5;2;60.58;1.426;0.639804937927752;2.911
110040A0195;1.37741;532;12;3;46.85;1.278;0.605718073016593;1.931
110040A0205;0.08336;135;6;2;63.13;1.320;0.651070947008361;3.122
110040A0200;0.14291;158;8;4;30.02;1.176;0.833597194104067;1.377
110040A0206;0.44104;277;7;2;50.20;1.175;0.767213867095537;1.305
110040A0208;0.64433;448;22;5;29.26;1.573;0.487625548962167;2.530
110040A0209;2.27781;642;21;6;20.75;1.200;0.702653832711851;1.762
110040B0047;0.05929;133;14;3;42.40;1.540;0.520955793509363;3.593
110040B0046;0.00032;7;4;2;53.18;1.132;0.861542168889753;1.050
110040B0045;0.06551;145;5;2;67.93;1.595;0.587627983633869;4.395
110040B0044;0.13317;161;4;2;63.95;1.248;0.775158690036626;2.206
110040B0043;0.04534;86;4;2;57.06;1.145;0.87237201932493;1.241
110040B0038;0.01047;51;4;2;79.43;1.400;0.638002461951424;3.782
110040B0037;0.01134;50;4;2;75.19;1.319;0.685364403102035;3.203
110040B0036;0.01530;52;4;2;65.26;1.191;0.786213426299788;1.907
110040B0035;0.01133;46;5;2;59.66;1.218;0.743132372385447;2.300
110040B0721;0.00553;33;6;2;57.23;1.257;0.705720034728335;2.189
110040B0720;0.01082;44;6;2;50.91;1.196;0.747109164896727;1.381
110040B0719;0.02136;62;7;3;43.23;1.204;0.778522624660236;1.713
110040B0716;0.02457;67;5;2;50.72;1.198;0.794791175869394;2.010
110040B0031;0.00027;7;4;2;56.71;1.147;0.860859137678399;1.371
110040B0030;0.02945;73;9;2;55.58;1.195;0.698411217345549;1.613
110040B0028;0.00033;7;4;2;53.81;1.132;0.884609620767734;1.137
110040B0148;0.00565;32;4;2;67.78;1.213;0.768720009106202;2.197
110040B0143;0.00050;9;4;2;52.94;1.131;0.863625108638379;1.122
110040B0783;0.01037;44;4;2;67.62;1.222;0.762013801467915;2.285
110040B0061;0.00218;23;4;2;63.92;1.402;0.690270356196705;1.661
110040B0060;0.00163;17;4;2;64.05;1.177;0.792438104592793;1.692
110040B0054;0.01804;55;4;2;58.02;1.157;0.823565358642294;1.093
110040B0050;0.13008;157;6;3;45.34;1.230;0.758687990012982;1.455
110040B0049;0.06749;123;7;2;53.85;1.333;0.670907083299762;2.220
110040B0048;0.01585;52;5;3;46.74;1.173;0.813408928922487;1.690
110040B0014;0.00124;16;4;2;72.89;1.270;0.710243737761295;2.565
110040B0013;0.02512;98;11;3;41.41;1.744;0.5553408898056;3.481
110040B0760;0.00722;34;4;2;55.81;1.137;0.859138703713564;1.224
110040B0759;0.00848;38;4;2;62.37;1.165;0.8193720452709;1.674
110040B0758;0.04202;95;4;2;74.83;1.303;0.703454634804969;3.054
110040B0756;0.00444;27;4;2;59.14;1.150;0.86933319365686;1.425
110040B0755;0.00727;34;4;2;52.93;1.131;0.895029088908625;1.013
110040B0033;0.06627;107;5;2;58.32;1.177;0.780715018563874;1.589
110040B0705;0.04671;93;8;2;53.05;1.209;0.726126632125853;1.874
110040B0704;0.00196;18;4;2;52.35;1.130;0.896132469647711;1.102
110040B0012;0.01350;49;4;2;66.17;1.193;0.798058781552815;2.003
110040B0011;0.11365;140;4;2;63.53;1.173;0.811028869155302;1.797
110040B0029;0.04721;140;10;2;62.15;1.813;0.548921975907554;4.237
110040B0027;0.05163;115;5;2;65.49;1.430;0.655925623818515;4.163
110040B0010;0.00056;10;4;2;53.88;1.133;0.877567090532429;1.212
110040B0009;0.01379;50;6;2;57.18;1.190;0.752452539918215;1.657
110040B0007;0.00806;38;4;2;57.16;1.193;0.836754202269451;1.696
110040B0006;0.00291;21;5;3;49.03;1.094;0.855734728294747;1.158
110040B0025;0.18906;241;6;2;63.91;1.562;0.578720322206734;5.539
110040B0024;0.35746;274;9;3;49.52;1.291;0.636635378104252;1.083
110040B0023;0.13397;153;8;3;44.66;1.181;0.730718451268283;1.190
110040B0022;0.12541;165;6;2;54.05;1.312;0.682963785905383;1.431
110040B0021;0.04067;96;4;2;75.03;1.342;0.672331252664919;3.069
110040B0020;0.02261;61;4;2;52.55;1.136;0.870465067635796;1.235
110040B0019;0.00069;11;4;2;52.68;1.133;0.860843506911117;1.174
110040B0018;0.02418;67;6;2;63.74;1.217;0.693603647931825;2.024
110040B0017;0.02335;69;8;3;39.09;1.272;0.719175880426624;2.679
110040B0016;0.02473;63;4;2;53.65;1.132;0.879401842557991;1.143
110040B0015;0.00976;41;4;2;56.97;1.167;0.818046815839298;1.543
110040B0157;0.00465;27;4;2;50.42;1.129;0.874710172722709;1.035
110040B0151;0.00980;41;4;2;59.88;1.161;0.851418295074842;1.456
110040B0150;0.00686;36;4;2;65.77;1.223;0.809871582295994;1.609
110040B0149;0.00544;32;4;2;68.25;1.222;0.774674689866654;1.596
110040B0794;0.03057;72;7;3;47.17;1.166;0.754085638834412;1.647
110040B0765;0.10980;152;9;2;54.08;1.298;0.643197639565082;2.003
110040B0752;0.00636;35;6;2;55.52;1.231;0.725495083261245;1.460
110040B0751;0.00793;38;6;3;48.19;1.214;0.752030260051685;1.002
110040B0040;0.02445;66;4;2;65.04;1.185;0.784981274559997;1.936
110040B0039;0.02039;62;4;2;68.73;1.218;0.753821549427604;2.162
110040B0711;0.00443;30;4;2;72.11;1.259;0.74073954853229;2.578
110040B0710;0.00565;36;7;3;38.19;1.359;0.752925538631129;1.344
110040B0147;0.00653;33;4;2;61.59;1.165;0.81574826776849;1.631
110040B0146;0.00417;28;4;2;68.31;1.216;0.759433458413898;2.114
110040B0145;0.00257;24;4;2;77.37;1.350;0.663957142072437;3.466
110040B0144;0.00385;27;4;2;68.94;1.220;0.751710114097064;2.061
110040B0141;0.00939;40;4;2;55.32;1.150;0.847983120031206;1.218
110040B0136;0.00254;22;4;2;63.74;1.210;0.771254729263704;1.271
110040B0135;0.01109;42;5;2;50.12;1.121;0.88394280574363;1.582
110040B0134;0.00355;24;5;2;51.86;1.140;0.815668260335048;1.102
110040B0133;0.00767;44;6;2;55.59;1.416;0.695681027340608;2.291
110040B0132;0.01115;53;9;4;35.23;1.405;0.734571366053379;1.674
110040B0131;0.00381;25;4;2;56.60;1.154;0.859230522734315;1.012
110040B0130;0.01527;56;8;3;43.19;1.289;0.717416881333209;1.854
110040B0127;0.00726;35;4;2;59.78;1.164;0.863435551702888;1.489
110040B0126;0.00400;25;4;2;52.75;1.136;0.874720659034649;1.062
110040B0125;0.00223;19;4;2;60.72;1.158;0.815972991774051;1.409
110040B0124;0.00236;20;4;2;58.99;1.154;0.821305895341075;1.208
110040B0123;0.00282;22;4;2;55.25;1.157;0.843179475068788;1.033
110040B0120;0.00231;19;4;2;54.78;1.140;0.872330774124346;1.028
110040B0894;0.06862;142;10;4;32.37;1.534;0.64990760449799;1.257
110040B0893;0.00804;36;5;2;53.90;1.143;0.833996836459175;1.210
110040B0892;0.00481;28;4;2;52.46;1.132;0.92680718989198;1.011
110040B0078;0.00869;55;5;2;72.96;1.675;0.563869737308482;5.952
110040B0075;0.01904;67;6;2;67.40;1.366;0.650421256449472;3.665
110040B0073;0.00782;37;4;2;63.42;1.175;0.866161923825376;1.568
110040B0071;0.05243;136;6;2;59.47;1.677;0.583642166909151;3.005
110040B0070;0.01007;41;4;2;59.18;1.148;0.837882801135291;1.464
110040B0809;0.03809;123;14;4;29.56;1.772;0.550832879082163;2.743
110040B0805;0.01376;63;8;3;42.78;1.510;0.666179525458832;1.726
110040B0804;0.00976;44;4;2;72.45;1.264;0.723688500588087;2.435
110040B0067;0.04126;85;5;2;53.34;1.187;0.804626990776233;1.401
110040B0066;0.01713;53;4;2;57.95;1.143;0.887805349550019;1.356
110040B0065;0.00729;40;4;2;76.32;1.327;0.73665786269964;3.204
110040B0064;0.01212;47;5;2;51.56;1.204;0.834968732764893;2.072
110040B0062;0.05521;108;8;2;59.11;1.301;0.680657115040687;2.885
110040B0059;0.02305;83;9;3;47.09;1.548;0.604735040538013;1.084
110040B0058;0.19042;203;9;3;47.39;1.311;0.634054322678537;2.830
110040B0005;0.10167;189;13;3;41.84;1.672;0.616255665238779;1.387
110040B0757;0.10845;142;6;2;55.20;1.213;0.722016403623246;1.234
110040B0042;0.50663;378;15;4;34.19;1.498;0.622647384784077;3.261
110040B0041;0.07254;185;15;4;33.58;1.938;0.504263697389696;3.440
110040B0735;0.02586;65;4;2;57.08;1.141;0.891514621604084;1.278
110040B0734;0.00748;36;6;3;44.57;1.182;0.788334770027218;1.821
110040B0252;0.17052;185;11;4;32.42;1.266;0.72654698794893;1.814
110040B0251;0.06540;129;11;4;30.97;1.425;0.676086588166769;1.257
110040B0026;0.42895;317;12;3;44.34;1.364;0.634297029366298;2.251
110040B0250;0.01375;55;5;2;58.21;1.311;0.698314404153896;3.065
110040B0249;0.00993;43;4;2;65.20;1.213;0.776942808559074;2.212
110040B0247;0.02219;60;6;2;53.60;1.137;0.781500722257377;1.754
110040B0246;0.08570;120;4;2;59.67;1.156;0.821955005051336;1.334
110040B0245;0.04336;93;7;2;50.47;1.256;0.707057068828971;2.080
110040B0243;0.00661;33;5;2;53.36;1.136;0.882633003166027;1.110
110040B0242;0.00613;37;4;2;76.84;1.347;0.720414028809994;2.133
110040B0240;0.03220;76;4;2;63.26;1.187;0.845627549681478;1.480
110040B0177;0.00620;33;4;2;62.76;1.180;0.806399652528055;1.906
110040B0176;0.00714;36;5;2;54.22;1.193;0.771178970989811;1.579
110040B0175;0.02535;65;7;2;54.71;1.147;0.74851688406591;1.298
110040B0174;0.01367;52;4;2;72.15;1.259;0.724569841739439;2.506
110040B0173;0.00707;39;6;2;50.52;1.301;0.726914770325902;1.597
110040B0172;0.01635;56;11;4;26.57;1.226;0.782714334536062;1.049
110040B0171;0.00380;25;4;2;56.11;1.139;0.843419689233145;1.263
110040B0170;0.00328;24;5;2;52.05;1.193;0.780458897453314;1.892
110040B0169;0.01593;59;7;2;50.28;1.317;0.685818000436946;1.753
110040B0168;0.00399;26;4;2;61.75;1.168;0.815250090142129;1.697
110040B0167;0.00841;37;4;2;57.17;1.144;0.86930569250252;1.039
110040B0166;0.00481;29;4;2;60.20;1.165;0.868922355992652;1.176
110040B0165;0.00503;30;4;2;62.95;1.188;0.794954361064612;1.297
110040B0164;0.00991;40;4;2;52.66;1.142;0.859355373191538;1.158
110040B0163;0.00198;18;4;2;54.68;1.135;0.865410189261652;1.219
110040B0162;0.00245;20;4;2;54.40;1.137;0.856909139421785;1.259
110040B0161;0.00403;28;5;2;57.38;1.252;0.726796525111701;2.205
110040B0160;0.00361;28;4;2;74.90;1.303;0.687593668234913;2.582
110040B0159;0.00565;32;4;2;66.84;1.199;0.768121199937188;1.901
110040B0158;0.00905;38;4;2;52.41;1.131;0.8653412379466;1.174
110040B0156;0.04844;95;10;3;40.14;1.216;0.710658311032483;1.955
110040B0155;0.00750;35;4;2;59.62;1.151;0.824499092712733;1.451
110040B0154;0.01222;45;4;2;57.95;1.150;0.836430650905759;1.439
110040B0153;0.00199;18;4;2;58.49;1.147;0.891049538067287;1.446
110040B0152;0.01136;47;6;3;49.95;1.250;0.75549387452022;1.451
110040B0140;0.01159;44;5;2;57.70;1.145;0.791364365425822;1.440
110040B0137;0.00685;34;4;2;59.04;1.156;0.826544995446232;1.590
110040B0122;0.02278;61;4;2;53.90;1.134;0.857376385893215;1.106
110040B0001;0.49451;284;10;3;44.82;1.140;0.72314723814104;1.222
110040B0851;0.00263;21;4;2;57.46;1.145;0.865418512891606;1.377
110040B0852;0.00638;38;7;3;38.41;1.345;0.755444616878209;1.376
110040B0813;0.08336;111;7;3;44.61;1.087;0.864426025610802;1.034
110040B0800;0.00114;16;4;2;74.04;1.304;0.691344458932563;2.959
110040B0795;0.05133;108;10;3;37.04;1.343;0.666205166180746;1.263
110040B0090;0.01433;77;9;2;58.11;1.810;0.463376479386649;6.102
110040B0089;0.01343;68;4;2;86.34;1.664;0.540203954712443;6.291
110040B0088;0.06787;105;4;2;53.05;1.132;0.865242339942114;1.049
110040B0087;0.01507;58;5;2;60.21;1.343;0.68307980784141;3.310
110040B0086;0.10023;140;8;2;52.38;1.247;0.689981299503185;1.213
110040B0085;0.02747;75;6;2;53.36;1.275;0.76447644978677;1.970
110040B0084;0.01306;53;8;3;41.09;1.317;0.73496596373957;1.281
110040B0080;0.01374;53;4;2;71.21;1.267;0.74350504388571;2.751
110040B0079;0.01302;56;4;2;77.93;1.383;0.670492025238249;3.837
110040B0069;0.02092;72;5;2;60.95;1.403;0.65078558975507;3.959
110040B0068;0.02085;77;11;2;55.52;1.503;0.540607020039858;4.686
110040B0776;0.01379;50;4;2;66.78;1.210;0.764154252584304;2.183
110040B0747;0.03759;78;7;2;53.55;1.134;0.742968762795376;1.274
110040B0693;0.00493;29;4;2;61.21;1.164;0.813494797744063;1.338
110040B0201;0.00568;30;5;2;56.33;1.137;0.798795264709914;1.533
110040B0200;0.00454;28;4;2;64.50;1.180;0.790743441279618;1.813
110040B0199;0.00409;27;4;2;67.25;1.202;0.768077199309843;2.062
110040B0196;0.00521;31;4;2;68.68;1.217;0.75539065853965;2.109
110040B0195;0.01621;55;5;2;56.81;1.213;0.755784987682296;2.066
110040B0194;0.01737;58;6;2;52.59;1.245;0.732306468879738;1.558
110040B0193;0.00248;20;4;2;50.83;1.130;0.872767092841983;1.078
110040B0192;0.01376;47;4;2;55.89;1.138;0.849113536552066;1.287
110040B0191;0.00401;26;4;2;62.21;1.165;0.804604496985583;1.497
110040B0190;0.00272;22;4;2;61.60;1.198;0.789327531342284;1.782
110040B0189;0.00440;28;4;2;62.82;1.178;0.79570262903525;1.867
110040B0241;0.13486;206;14;5;24.21;1.586;0.664921946144527;1.747
110040B0239;0.01246;52;6;2;50.47;1.310;0.713454423165667;1.905
110040B0238;0.00970;45;4;2;74.15;1.296;0.693513863548985;2.164
110040B0237;0.01243;48;4;2;66.62;1.210;0.765188309294969;2.155
110040B0236;0.01964;67;5;2;62.17;1.343;0.676407900906316;3.465
110040B0188;0.00392;26;4;2;61.72;1.162;0.810028456359468;1.651
110040B0187;0.00428;26;4;2;54.68;1.136;0.851161243702771;1.212
110040B0186;0.01438;56;7;3;43.86;1.312;0.735431163114262;1.855
110040B0185;0.03413;88;12;3;41.55;1.340;0.65760753912532;1.047
110040B0184;0.00533;35;7;3;49.47;1.347;0.673673807501704;1.212
110040B0183;0.00608;31;4;2;56.29;1.138;0.847345314349761;1.314
110040B0182;0.02355;88;14;5;26.22;1.622;0.630655609088146;1.970
110040B0181;0.00323;24;4;2;65.57;1.198;0.790320294553133;2.087
110040B0180;0.00729;34;6;3;49.19;1.138;0.790126071294616;1.010
110040B0179;0.03932;92;11;4;31.94;1.313;0.730623391581425;1.349
110040B0178;0.03030;84;10;3;35.88;1.360;0.724247011411444;2.138
110040B0233;0.03180;73;4;2;57.33;1.155;0.832838175300749;1.286
110040B0231;0.01526;50;4;2;52.37;1.134;0.858627284291398;1.189
110040B0121;0.01342;49;4;2;64.16;1.192;0.780649231126843;1.507
110040B0119;0.00912;39;5;2;60.82;1.146;0.803473030615715;1.401
110040B0118;0.01580;52;5;2;62.84;1.169;0.764758366496942;1.324
110040B0117;0.01616;51;5;3;48.81;1.140;0.890372734595852;1.742
110040B0116;0.01947;58;5;2;53.71;1.166;0.79958957089705;1.489
110040B0114;0.00460;30;4;2;70.12;1.233;0.755624141169511;2.312
110040B0096;0.02817;70;6;2;51.15;1.179;0.76091525812159;1.009
