PL (NUM_DEP,NUM_COM,SECTION,NUM);SURFACE;PERIMETRE;Nseg;N50;P2;MSI;PSI;ELONG
11429AA0150;0.00418;26;4;2;52.03;1.130;0.909962437244916;1.119
11429AA0151;0.00406;26;4;2;51.56;1.129;0.913033342001537;1.072
11429AA0444;0.13667;169;4;2;74.01;1.290;0.704380269673183;2.228
11429AA0443;0.09656;129;5;2;52.48;1.167;0.799940225401998;1.434
11429AA0149;0.19990;275;14;3;39.12;1.735;0.656275055638383;1.299
11429AA0152;0.18454;178;5;2;61.94;1.168;0.803591783829492;1.628
11429AA0153;0.16920;174;4;2;66.23;1.195;0.825899166069462;2.013
11429AA0199;0.09550;136;8;2;55.20;1.241;0.690301131199872;1.565
11429AA0138;0.91079;521;28;8;19.97;1.541;0.550357298001915;2.831
11429AA0171;0.06603;187;6;2;91.39;2.050;0.455853318943496;10.108
11429AA0286;0.01376;47;4;2;52.45;1.131;0.911059727662984;1.068
11429AA0287;0.01741;53;4;2;51.52;1.129;0.923144657674041;1.044
11429AA0288;0.02115;58;4;2;53.20;1.131;0.915302324957061;1.094
11429AA0166;0.70800;368;7;2;65.94;1.233;0.727479398662729;2.324
11429AA0176;0.31863;227;4;2;54.25;1.133;0.912247297854716;1.184
11429AA0178;0.18410;176;5;2;55.63;1.155;0.807159826266009;1.453
11429AA0177;0.17655;182;5;2;55.18;1.223;0.796371697312634;1.549
11429AA0181;0.33102;232;5;2;50.32;1.139;0.852975751351932;1.169
11429AA0180;0.09396;124;4;2;55.07;1.138;0.896544732448084;1.286
11429AA0182;0.38596;249;5;2;53.16;1.129;0.837142942419319;1.160
11429AA0183;0.15520;168;6;2;59.31;1.203;0.748571153915508;1.737
11429AA0184;0.24387;220;6;2;59.28;1.257;0.71844508209485;2.173
11429AA0214;0.00088;12;4;2;51.95;1.130;0.881458162192498;1.051
11429AA0224;0.04231;147;4;2;91.42;2.022;0.535557288936889;9.013
11429AA0172;0.81329;362;8;2;52.39;1.132;0.79502435147893;1.122
11429AA0173;0.53215;412;5;2;83.71;1.595;0.566270432904866;5.868
11429AA0175;0.76827;373;7;2;52.38;1.201;0.750694927372816;2.081
11429AA0186;0.08063;117;4;2;59.67;1.160;0.862797271113969;1.584
11429AA0187;0.06823;106;4;2;54.74;1.146;0.886492816596987;1.372
11429AA0217;0.00108;13;4;2;56.54;1.138;0.857398273577978;1.280
11429AA0220;0.00152;16;4;2;58.55;1.146;0.848487534728889;1.456
11429AA0225;0.05459;146;4;2;86.31;1.768;0.585654459655473;7.554
11429AA0226;0.05453;133;4;2;80.40;1.607;0.639669399328409;5.806
11429AA0227;0.06463;129;4;2;76.59;1.426;0.665442467699078;2.402
11429AA0245;0.25414;240;5;2;76.83;1.342;0.620482395835424;3.416
11429AA0246;0.21940;231;5;2;78.64;1.391;0.595288711174539;3.936
11429AA0248;0.04731;214;4;2;83.99;2.770;0.438671325523847;10.485
11429AA0260;0.08173;118;7;3;44.29;1.164;0.812970494527555;1.194
11429AA0261;0.00071;11;4;2;51.57;1.129;0.925077036293049;1.012
11429AA0263;0.17112;173;5;2;62.54;1.183;0.778171870027496;1.774
11429AA0264;0.00079;11;4;2;51.13;1.131;0.915454319827858;1.126
11429AA0266;0.00232;19;4;2;57.08;1.141;0.876070353023455;1.381
11429AA0267;0.02558;98;4;2;85.06;1.729;0.556715908433937;6.833
11429AA0268;0.02325;75;5;2;62.52;1.394;0.712333494033487;3.981
11429AA0274;0.00064;10;4;2;56.17;1.138;0.887867164079216;1.316
11429AA0273;0.09899;174;6;2;82.78;1.559;0.543132913362637;5.419
11429AA0276;0.16625;163;6;2;56.53;1.127;0.781254834220658;1.374
11429AA0277;0.14939;165;7;2;63.62;1.204;0.691259961464145;1.920
11429AA0278;0.35893;253;10;2;50.08;1.192;0.689769102613571;1.271
11429AA0279;0.25065;216;8;2;65.22;1.218;0.653505394801439;1.723
11429AA0280;0.25746;221;5;2;65.30;1.229;0.723107453443103;2.167
11429AA0285;0.63550;341;10;3;45.20;1.205;0.714358297726769;1.034
11429AA0191;0.35831;297;5;2;63.52;1.399;0.676116072061635;3.928
11429AA0192;0.41902;419;6;2;70.85;1.824;0.489009550009798;5.821
11429AA0194;0.11507;242;7;2;63.91;2.008;0.452716731454692;9.770
11429AA0195;0.16029;247;5;2;68.59;1.739;0.549796431513175;7.260
11429AA0207;0.27220;236;6;2;52.62;1.273;0.727780971968756;2.709
11429AA0210;0.00369;28;4;2;63.32;1.311;0.751093751101977;1.276
11429AA0185;0.27192;241;7;3;39.35;1.303;0.772371995957011;2.863
11429AA0188;0.33650;317;12;5;27.04;1.540;0.641808719856949;2.712
11429AA0189;0.48591;298;9;3;41.83;1.204;0.753112337996209;1.389
11429AA0208;0.51036;314;12;4;38.08;1.240;0.67601557778627;1.055
11429AA0209;0.06098;191;6;2;76.06;2.186;0.426230546171791;7.864
11429AA0211;0.09811;166;6;2;64.61;1.498;0.567343380989088;2.644
11429AA0212;0.09111;176;6;2;57.72;1.645;0.560241573580216;4.206
11429AA0213;0.02843;74;4;2;70.08;1.232;0.751196928567576;2.307
11429AA0215;0.06531;143;7;2;76.36;1.577;0.517602000761058;5.518
11429AA0216;0.05666;140;6;2;82.09;1.662;0.498445481454783;6.394
11429AA0219;0.03282;97;8;2;63.22;1.510;0.563153216798662;3.220
11429AA0218;0.03253;88;7;2;67.23;1.376;0.594547035953592;3.599
11429AA0221;0.07494;170;6;2;81.16;1.752;0.480924848480761;7.364
11429AA0222;0.18316;302;9;2;55.72;1.991;0.482340160804081;5.868
11429AA0250;0.09531;246;4;2;92.69;2.245;0.459820521895299;13.485
11429AA0249;0.11246;251;5;2;73.27;2.113;0.480323499509906;10.136
11429AA0251;0.09189;237;5;2;87.84;2.209;0.437565231937892;12.837
11429AA0252;0.10625;230;4;2;89.73;1.992;0.499793745343829;10.214
11429AA0253;0.07266;209;4;2;91.43;2.189;0.470589399402914;12.480
11429AA0254;0.10478;202;4;2;86.00;1.759;0.552129122150463;7.551
11429AA0257;0.19643;195;10;2;51.24;1.243;0.68039768126856;1.858
11429AA0255;0.11662;183;6;2;77.35;1.512;0.563151859997695;4.831
11429AA0256;0.02344;88;11;2;50.67;1.629;0.560441403390877;1.651
11429AA0258;0.15972;192;5;2;57.84;1.358;0.716804123521557;3.222
11429AA0259;0.11913;180;5;2;69.95;1.470;0.648579080921018;4.485
11429AA0262;0.17101;171;7;2;59.28;1.165;0.733090360620004;1.644
11429AA0265;0.10379;184;11;3;42.20;1.613;0.657135450157724;1.310
11429AA0269;0.06202;257;6;2;74.10;2.911;0.417424246339126;4.036
11429AA0270;0.20474;217;5;2;66.02;1.355;0.686051275916187;3.503
11429AA0275;0.65553;326;11;3;37.74;1.136;0.755010277341726;1.214
11429AA0271;0.03029;93;8;2;50.52;1.511;0.612674471696581;3.129
11429AA0272;0.37330;284;7;2;55.21;1.311;0.659531978110606;2.809
11429AA0281;0.26494;275;5;2;63.13;1.506;0.625942998463027;3.187
11429AA0282;0.72278;394;12;4;29.67;1.306;0.703616326278461;2.148
11429AA0196;0.51178;292;5;2;52.39;1.152;0.831478139022935;1.481
11429AA0198;0.08012;117;4;2;61.59;1.164;0.824796494819703;1.430
11429AA0197;0.20055;194;6;2;50.02;1.224;0.751067932199838;2.272
11429AA0203;0.30087;344;7;2;64.75;1.769;0.537726296042166;3.419
11429AA0204;0.37960;294;6;2;70.39;1.346;0.695114563080518;3.046
11429AA0205;0.48236;321;7;2;61.92;1.303;0.689993820518288;2.884
11429AA0206;0.24589;288;9;4;30.95;1.640;0.608417577294148;3.627
11429AA0174;0.33377;415;6;2;74.06;2.027;0.481106148809154;10.695
11429AA0223;1.00218;562;16;5;29.96;1.583;0.560132155389173;4.451
11429AA0244;1.22693;478;17;4;31.18;1.217;0.696145446294528;2.077
11429AA0290;0.41245;357;4;2;84.68;1.567;0.6149499651083;5.527
11429AA0289;0.52305;355;5;2;69.49;1.384;0.688815028132833;3.528
11429AA0291;0.79345;410;5;2;57.20;1.297;0.760498581175091;2.011
11429AA0190;0.96328;548;9;3;40.16;1.575;0.612893467839655;3.419
11429AA0193;0.55043;552;8;2;60.55;2.101;0.447104874885697;7.355
11429AA0202;0.56363;365;5;2;75.89;1.370;0.674331393341635;3.575
11429AA0201;0.28431;325;4;2;87.37;1.722;0.553439739166433;4.077
11429AA0247;1.15435;505;18;4;37.88;1.326;0.596069120268442;2.137
11429AA0283;1.12226;593;9;2;60.67;1.579;0.545709312723499;3.444
11429AA0284;1.75981;712;10;3;46.13;1.514;0.616966254994499;3.680
11429AA0145;0.68316;348;10;3;41.39;1.189;0.758866084218597;1.267
11429AB0007;0.02410;75;13;3;38.28;1.355;0.685270945619825;1.561
11429AB0006;0.00855;42;10;3;39.18;1.270;0.776667442724577;1.582
11429AB0278;0.00393;26;6;2;54.52;1.193;0.82958279201974;1.608
11429AB0280;0.02225;63;9;3;41.74;1.185;0.806467409380462;1.017
11429AB0002;0.04876;99;4;2;72.82;1.268;0.823021695543617;2.677
11429AB0001;0.10257;204;5;2;65.73;1.801;0.567787402769503;4.241
11429AB0003;0.00062;10;4;2;55.98;1.138;0.935167546998945;1.201
11429AB0008;0.19483;182;13;3;40.03;1.161;0.755308707396169;1.141
11429AB0210;0.18459;200;6;2;53.84;1.311;0.740958782685361;1.572
11429AB0211;0.03873;83;4;2;65.69;1.194;0.861550521650246;1.672
11429AB0235;0.04100;110;6;2;69.34;1.528;0.566879634819;4.461
11429AB0254;0.55640;319;15;3;40.05;1.205;0.715975888228644;1.289
11429AB0253;0.00716;56;6;2;54.63;1.872;0.55303625522706;5.122
11429AB0279;0.02457;68;4;2;69.97;1.231;0.846363704934832;2.275
11429AB0228;0.05167;238;6;2;64.29;2.957;0.408683896041856;23.790
11429AB0232;0.20987;255;4;2;81.72;1.570;0.62070105143466;5.577
11429AB0233;0.29049;250;7;2;61.31;1.306;0.666422444328034;2.998
11429AB0234;0.07979;172;10;2;55.56;1.714;0.515583242043375;3.159
11429AB0288;0.15231;183;4;2;71.58;1.324;0.732125589011303;3.128
11429AB0276;0.10386;157;4;2;77.80;1.378;0.686592235045815;3.486
11429AB0287;0.00705;63;4;2;90.30;2.106;0.462522706582077;10.850
11429AB0286;0.16294;307;8;2;59.30;2.148;0.485565006907226;4.648
11429AB0209;0.58988;348;6;2;65.89;1.279;0.719318498298243;2.322
11429AB0212;0.32643;251;8;3;46.02;1.239;0.726091389472653;1.369
11429AB0215;0.28235;235;10;2;61.93;1.248;0.638899138341446;2.478
11429AB0218;0.41511;286;4;2;71.43;1.253;0.809868116091061;2.531
11429AB0219;0.20894;244;5;2;75.18;1.508;0.667927113701975;4.887
11429AB0226;0.10350;131;4;2;59.08;1.148;0.872984572730138;1.479
11429AB0227;0.16128;167;8;2;51.90;1.170;0.733446367566445;1.915
11429AB0231;0.13274;282;16;5;30.39;2.184;0.503414128773173;2.776
11429AB0272;0.34484;242;9;3;43.29;1.165;0.763380356106462;1.348
11429AB0224;0.10733;136;4;2;60.30;1.170;0.846556130505942;1.747
11429AB0225;0.10539;133;4;2;59.87;1.152;0.866279854251026;1.521
11429AB0277;0.20296;330;9;2;53.84;2.069;0.496804560491407;6.411
11429AB0176;0.14063;173;5;2;58.83;1.303;0.709695302034688;1.348
11429AB0178;0.03161;77;4;2;68.26;1.230;0.756665140397726;2.380
11429AB0201;0.07737;157;13;4;36.76;1.594;0.585311197052985;3.540
11429AB0202;0.00198;18;4;2;51.47;1.129;0.958664170940444;1.001
11429AB0204;0.09334;227;10;3;47.88;2.100;0.517000835078407;7.415
11429AB0214;0.52705;334;9;3;42.99;1.299;0.69510870749547;2.362
11429AB0220;0.60856;337;7;2;54.59;1.220;0.766110985845435;1.208
11429AB0274;0.12239;165;8;3;44.79;1.327;0.716923711324992;2.325
11429AB0175;0.26103;212;6;2;55.60;1.173;0.745384706500841;1.866
11429AB0177;0.21053;369;13;3;34.87;2.270;0.460059962855147;7.844
11429AB0181;0.21154;263;4;2;85.69;1.612;0.579782582692749;5.981
11429AB0180;0.10892;155;5;2;70.92;1.324;0.662876404560421;3.001
11429AB0197;0.07455;138;5;2;80.19;1.422;0.60450078363308;3.950
11429AB0205;0.64534;435;11;2;59.69;1.527;0.538077728095517;3.563
11429AB0192;0.21095;185;4;2;52.03;1.136;0.88873253385809;1.133
11429AB0188;0.26679;282;10;3;39.31;1.538;0.614445541732519;2.162
11429AB0193;0.24003;197;6;2;51.67;1.135;0.791407633826452;1.153
11429AB0194;0.09709;143;6;2;73.92;1.290;0.647908006729821;2.299
11429AB0195;0.24183;199;4;2;56.36;1.139;0.882001324237744;1.322
11429AB0196;0.60954;315;7;3;37.69;1.139;0.829807886085736;1.514
11429AB0009;1.10741;646;16;4;30.86;1.733;0.553905523746276;1.655
11429AB0010;0.64108;501;8;2;63.22;1.766;0.504714048099129;6.877
11429AB0011;2.72729;807;19;4;37.71;1.378;0.576270266724672;2.732
11429AB0207;1.43027;595;7;2;78.63;1.404;0.561314958034873;3.876
11429AB0208;2.50018;689;11;3;49.47;1.229;0.664781733683301;1.810
11429AB0213;0.63996;810;31;9;17.90;2.856;0.40124730266546;2.056
11429AB0221;0.32537;348;6;2;56.10;1.719;0.704408574794431;7.262
11429AB0273;0.48088;467;21;5;26.68;1.900;0.505909177023926;2.953
11429AB0222;3.17455;794;11;3;42.37;1.257;0.703076015962495;2.291
11429AB0223;2.27954;617;10;3;46.93;1.153;0.742428478836988;1.388
11429AB0179;1.32036;505;9;2;50.87;1.239;0.702093030054538;2.034
11429AB0182;0.47322;391;6;2;72.16;1.602;0.542823733367695;5.777
11429AB0183;0.45093;390;5;2;86.03;1.637;0.528811134192269;5.683
11429AB0184;0.20873;354;4;2;92.60;2.185;0.466270598790472;12.605
11429AB0185;0.19176;345;5;2;92.79;2.220;0.432618628117659;13.208
11429AB0186;0.40412;362;5;2;67.78;1.606;0.59394514193909;5.737
11429AB0187;0.43462;432;24;6;28.17;1.848;0.449580385263337;2.622
11429AB0199;0.80104;387;6;2;66.66;1.219;0.718768746969677;1.839
11429AB0275;2.75578;761;17;4;34.80;1.293;0.643364982082166;2.038
11429AB0216;0.99178;917;40;10;20.78;2.598;0.343039658630415;4.271
11429AB0206;5.55456;1059;22;3;40.90;1.268;0.607037005349775;1.829
11429AB0198;0.50133;301;4;2;58.04;1.198;0.815522092470539;1.858
11429AB0200;0.74354;383;6;2;51.12;1.253;0.765185764629913;2.028
11429AM0016;0.17443;171;4;2;57.12;1.155;0.848244593825888;1.066
11429AM0252;0.00434;42;5;2;71.35;1.799;0.525979701942846;8.015
11429AM0249;0.07429;111;4;2;55.28;1.147;0.8999670852001;1.216
11429AM0253;0.01422;248;15;5;27.03;5.874;0.400095087220288;1.198
11429AM0251;0.10184;131;6;2;58.71;1.157;0.798207172745706;1.569
11429AM0250;0.07777;116;10;2;55.11;1.171;0.696018931218974;1.546
11429AM0221;0.03283;189;7;2;78.86;2.940;0.401864633645302;10.274
11429AM0216;0.05438;191;9;2;64.33;2.309;0.457453704294277;7.943
11429AM0222;0.00201;59;4;2;89.83;3.735;0.392261717845592;23.910
11429AM0220;0.10798;139;5;2;61.21;1.191;0.795131622271821;2.023
11429AM0217;0.00381;62;4;2;83.30;2.826;0.442227529505005;19.682
11429AM0212;0.09060;122;6;2;51.71;1.148;0.819855306643979;1.695
11429AM0218;0.10074;126;5;2;55.71;1.120;0.873780322456919;1.394
11429AM0219;0.10624;140;6;2;53.80;1.211;0.785942563362957;1.929
11429AM0213;0.09249;130;7;3;41.27;1.203;0.831706491286731;1.789
11429AM0214;0.10145;129;4;2;56.52;1.138;0.915461694005461;1.318
11429AM0215;0.00371;76;4;2;97.35;3.512;0.39771088051775;33.964
11429AM0204;0.06245;104;4;2;60.44;1.170;0.879885290827273;1.496
11429AM0126;0.04009;80;5;2;52.06;1.131;0.832321179024799;1.402
11429AM0254;0.04864;93;4;2;65.80;1.189;0.85065620573368;1.920
11429AM0255;0.02502;78;4;2;78.93;1.387;0.735263542887398;2.919
11429AM0006;0.18272;187;7;3;35.27;1.232;0.822403823852315;2.235
11429AM0007;0.06944;107;7;3;49.73;1.140;0.819748870057965;1.409
11429AM0008;0.07385;109;7;2;52.21;1.127;0.790823518889096;1.163
11429AM0147;0.71901;394;8;3;36.52;1.310;0.743947286868616;1.845
11429AM0202;0.07616;119;4;2;67.72;1.218;0.835491403661219;1.907
11429AM0205;0.05864;108;5;2;55.28;1.261;0.801061970165434;2.332
11429AM0061;0.18055;168;6;2;52.41;1.116;0.850317498560401;1.031
11429AM0057;0.17663;170;7;2;52.36;1.142;0.797115206227422;1.435
11429AM0054;0.28612;267;6;2;53.16;1.410;0.674983460619432;3.084
11429AM0053;0.57059;311;6;2;60.43;1.163;0.760366988471007;1.627
11429AM0017;0.82987;383;11;3;47.92;1.186;0.682504466077124;1.832
11429AM0013;0.89657;393;10;3;42.36;1.171;0.730600758659596;1.440
11429AM0043;0.30840;291;5;2;76.66;1.480;0.579603965326689;2.539
11429AM0052;0.68943;377;10;2;61.55;1.280;0.642764981993955;1.530
11429AM0051;0.48260;527;7;2;53.84;2.139;0.495224471905964;5.561
11429AM0047;0.34913;354;4;2;87.16;1.689;0.549896747693694;6.751
11429AM0046;0.53457;378;4;2;81.64;1.460;0.627657164042588;4.393
11429AM0045;0.52024;377;4;2;82.11;1.474;0.6208604709142;4.643
11429AM0044;0.37031;347;5;2;79.24;1.609;0.547152278601825;5.924
11429AM0011;0.33570;318;9;3;47.80;1.546;0.636404667376691;5.236
11429AM0211;0.00505;49;4;2;89.00;1.952;0.537831193408023;9.640
11429AM0264;0.02331;69;4;2;72.72;1.268;0.768650991099856;2.709
11429AM0260;0.02506;77;4;2;78.11;1.365;0.705067483133249;3.487
11429AM0261;0.01832;59;4;2;69.98;1.232;0.794566774556082;2.327
11429AM0262;0.41233;275;7;2;50.74;1.209;0.75617171090318;1.155
11429AM0259;0.01923;65;4;2;75.63;1.315;0.734345383576818;3.052
11429AM0263;0.02297;68;4;2;73.08;1.273;0.7647168089755;2.751
11429AM0175;0.05523;93;5;2;51.36;1.112;0.88800115070225;1.075
11429AM0185;0.05096;90;4;2;52.03;1.130;0.931443775183376;1.100
11429AM0182;0.06566;102;6;2;53.41;1.124;0.822731827703957;1.464
11429AM0187;0.01623;60;5;2;67.90;1.335;0.685679835248914;1.644
11429AM0180;0.06387;99;6;2;51.28;1.103;0.839740274428876;1.075
11429AM0181;0.06260;100;7;2;50.77;1.124;0.798605082703258;1.097
11429AM0171;0.03192;78;4;2;70.56;1.239;0.793055194867092;2.228
11429AM0172;0.02608;73;5;2;71.63;1.269;0.72941351881338;2.571
11429AM0177;0.06091;99;5;2;58.43;1.137;0.836031888295544;1.505
11429AM0168;0.03344;80;5;2;63.45;1.228;0.776619433571183;2.126
11429AM0169;0.03819;83;4;2;66.49;1.196;0.830147500824997;1.870
11429AM0208;0.05584;92;7;3;49.56;1.099;0.806960137291552;1.084
11429AM0210;0.07723;158;11;4;34.36;1.604;0.596553204951462;1.524
11429AM0209;0.06146;99;4;2;50.88;1.129;0.929797441167083;1.050
11429AM0183;0.05915;99;4;2;59.78;1.152;0.883648441237287;1.528
11429AM0178;0.00399;63;5;2;85.68;2.807;0.430825383032725;19.573
11429AM0186;0.03185;78;5;2;60.66;1.228;0.782420885779007;2.220
11429AM0188;0.05933;100;6;2;50.65;1.158;0.808894201412891;1.284
11429AM0179;0.13898;292;25;6;22.16;2.207;0.408735030265985;1.138
11429AM0189;0.16951;358;27;6;21.79;2.450;0.36730279286587;1.329
11429AM0084;0.13295;148;7;3;49.03;1.145;0.780825872448971;1.065
11429AM0060;0.17991;170;7;2;50.97;1.133;0.827320790802684;1.091
11429AM0059;0.04985;183;13;3;49.81;2.312;0.452453378114479;4.064
11429AM0058;0.18625;180;4;2;63.97;1.177;0.859922879704849;1.785
11429AM0265;0.57730;491;17;5;24.25;1.823;0.658759197511889;1.060
11429AM0086;0.28203;217;7;2;56.95;1.155;0.756733113739168;1.491
11429AM0083;0.10893;133;4;2;54.22;1.133;0.897830011349851;1.196
11429AM0258;0.00378;29;4;2;77.43;1.351;0.669640807348134;3.433
11429AM0165;0.06500;106;6;3;49.89;1.175;0.789494755730241;1.093
11429AM0164;0.07246;108;5;2;51.95;1.133;0.846136687438144;1.204
11429AM0104;0.07970;119;4;2;58.37;1.191;0.840410540376835;1.628
11429AM0106;0.02749;71;5;2;66.79;1.202;0.746566705743668;1.179
11429AM0184;0.00716;63;4;2;92.03;2.084;0.501389109167327;9.266
11429AM0257;0.13719;161;7;2;54.29;1.228;0.737772259277161;1.581
11429AM0256;0.04345;97;8;2;54.47;1.310;0.644567095197704;1.943
11429AM0192;0.05203;106;8;3;42.52;1.305;0.717341635748984;1.158
11429AM0191;0.04967;90;5;2;59.55;1.136;0.836652754018415;1.682
11429AM0193;0.06666;146;9;3;39.17;1.591;0.618092159786855;1.870
11429AM0197;0.14117;393;33;8;18.29;2.953;0.358229188078097;1.060
11429AM0190;0.01995;95;6;2;55.09;1.905;0.55770188937862;4.447
11429AM0196;0.04619;87;7;2;56.22;1.148;0.744885802818624;1.282
11429AM0195;0.02173;63;7;3;49.42;1.205;0.746477589124383;1.250
11429AM0194;0.06605;110;6;2;51.84;1.202;0.78362283851621;1.294
11429AM0166;0.05725;96;4;2;53.11;1.131;0.923744801480043;1.118
11429AM0167;0.05423;92;6;2;52.39;1.118;0.84277279036674;1.043
11429AM0170;0.16262;291;18;6;21.63;2.036;0.557333254984633;2.018
11429AM0163;0.06285;101;4;2;53.27;1.131;0.921984308680153;1.165
11429AM0161;0.04053;103;5;2;70.46;1.449;0.644640493308873;2.497
11429AM0200;0.06982;107;5;2;52.49;1.139;0.82234155191476;1.360
11429AM0115;0.00250;20;4;2;57.13;1.141;0.871625100840243;1.364
11429AM0149;0.14289;154;9;2;50.60;1.146;0.717709508171883;1.687
11429AM0148;0.00494;30;4;2;66.61;1.215;0.7682956193781;1.480
11429AM0114;0.26809;238;17;4;31.36;1.297;0.655910514411741;2.628
11429AM0112;0.00116;14;4;2;59.24;1.153;0.840818286034685;1.460
11429AM0094;0.13016;146;5;2;58.40;1.145;0.812826103606047;1.413
11429AM0199;0.07141;156;6;2;50.93;1.647;0.61192040437678;1.856
11429AM0198;0.12107;143;10;3;39.78;1.162;0.747968976096275;1.598
11429AM0125;0.25578;240;8;2;50.46;1.341;0.650994150687601;3.403
11429AM0087;0.28274;216;5;2;58.65;1.147;0.808119909681897;1.409
11429AM0116;0.10397;154;10;3;44.21;1.351;0.667669787637585;1.026
11429AM0096;0.10992;134;4;2;56.96;1.139;0.88230909870197;1.326
11429AM0095;0.10687;132;4;2;56.45;1.138;0.885672331532777;1.318
11429AM0091;0.04489;90;4;2;67.42;1.205;0.804858593021366;2.115
11429AM0082;0.10726;132;5;2;54.90;1.134;0.818799156984493;1.220
11429AM0079;0.10098;128;4;2;56.94;1.140;0.877781691373566;1.297
11429AM0074;0.07816;129;4;2;74.70;1.298;0.737049049467842;2.914
11429AM0162;0.07119;112;6;2;61.58;1.181;0.734692743701417;1.466
11429AM0015;0.14878;165;5;3;49.93;1.207;0.812368955250354;2.058
11429AM0012;0.34227;460;21;5;31.71;2.218;0.421785672595159;4.062
11429AM0014;0.64315;363;12;4;27.74;1.276;0.715275452492777;2.029
11429AN0078;0.00781;54;5;2;68.47;1.731;0.588308120127764;7.192
11429AN0079;0.02302;97;6;2;61.41;1.801;0.556357950877806;5.181
11429AN0072;0.00093;32;5;2;75.76;2.927;0.435690543925921;3.313
11429AN0065;0.03984;96;10;3;41.79;1.353;0.69499306320663;3.410
11429AN0077;0.11913;180;11;2;53.47;1.472;0.591708700776827;3.417
11429AN0080;0.19091;248;9;3;45.44;1.604;0.63553841536749;5.577
11429AN0081;0.01985;94;5;3;48.25;1.872;0.646320967978813;6.911
11429AN0044;0.11575;218;9;3;42.21;1.809;0.612865007306106;2.537
11429AN0043;0.01250;105;4;2;95.11;2.653;0.439725776556741;13.612
11429AN0013;0.14947;193;5;2;66.72;1.408;0.69068957406336;3.907
11429AN0010;0.03459;76;4;2;60.01;1.152;0.878856540987924;1.472
11429AN0008;0.04208;86;4;2;64.69;1.180;0.841133620455124;1.818
11429AN0004;0.05640;185;7;2;68.09;2.195;0.470024513544703;4.946
11429AN0003;0.04159;223;4;2;96.30;3.080;0.404135905227302;27.283
11429AN0001;1.05378;412;7;2;58.84;1.132;0.771271362182271;1.222
11429AN0050;0.26056;353;4;2;89.33;1.952;0.535654971079295;9.925
11429AN0048;0.21026;359;5;2;82.74;2.206;0.480717033414125;13.165
11429AN0046;1.21698;577;13;4;36.15;1.477;0.642565417141846;3.706
11429AN0002;0.73741;512;15;4;37.20;1.682;0.539123960468499;2.239
11429AR0003;0.17364;256;5;2;67.37;1.731;0.56015105831621;6.774
11429AR0004;0.26038;208;4;2;56.36;1.150;0.85187121729273;1.499
11429AR0005;0.33884;250;4;2;59.75;1.212;0.805438252100994;2.090
11429AR0006;0.86494;435;7;3;42.31;1.318;0.7089965446928;2.428
11429AR0037;0.95070;453;6;2;50.26;1.312;0.725036644050562;1.313
11429AR0038;0.34812;305;7;2;60.82;1.459;0.554224657403263;2.675
11429AR0039;0.40499;261;4;2;60.43;1.159;0.821733334686094;1.025
11429AR0040;0.12726;206;4;2;85.17;1.628;0.56463840359772;6.221
11429AR0042;0.16889;206;4;2;78.76;1.415;0.645727897089899;3.993
11429AR0043;0.19072;200;5;2;61.26;1.291;0.683032076566226;1.017
11429AR0044;0.19884;203;4;2;69.51;1.287;0.738853844034125;2.885
11429AR0002;0.35217;268;4;2;69.92;1.275;0.742682549406977;2.784
11429AR0041;0.49345;308;5;2;65.92;1.235;0.723527138809256;2.366
11429AS0032;0.75412;378;4;2;69.63;1.228;0.791516023506834;2.197
11429AS0007;1.00164;468;12;3;42.76;1.320;0.623437747918629;1.317
11429AS0010;0.24529;266;4;2;83.15;1.513;0.613711457468598;5.016
11429AS0023;0.31747;241;5;2;64.97;1.208;0.759008037486367;1.978
11429AS0026;0.34499;303;9;3;41.82;1.455;0.667812464116859;4.253
11429AS0027;0.33671;305;6;2;66.91;1.480;0.626198179445546;4.640
11429AS0028;0.32760;321;8;2;53.53;1.580;0.579358599762284;5.599
11429AS0029;0.14734;198;7;2;54.98;1.456;0.623043839282958;4.350
11429AS0002;0.97788;419;4;2;58.64;1.197;0.831588186399205;1.676
11429AS0040;0.15392;192;4;2;75.51;1.379;0.65171840148597;2.214
11429AS0048;0.52973;360;4;2;69.07;1.397;0.667731349678033;2.259
11429AS0059;0.20448;228;4;2;64.55;1.423;0.688096711915902;3.500
11429AS0058;0.04644;111;3;2;77.93;1.449;0.697503884610343;2.474
11429AS0056;0.21058;225;6;2;72.55;1.382;0.621864044594021;4.103
11429AS0061;0.37516;249;6;2;57.08;1.149;0.789671302446081;1.639
11429AS0064;2.47572;687;11;4;32.21;1.232;0.758087408232278;1.928
11429AS0066;0.10553;151;4;2;57.49;1.308;0.777927899908947;1.426
11429AS0067;0.02333;158;5;2;78.19;2.922;0.402601557067441;16.101
11429AS0068;1.00022;436;12;3;45.93;1.229;0.653689696293305;1.125
11429AS0070;1.39506;515;10;3;46.06;1.231;0.700465238829485;2.102
11429AS0072;0.28509;244;7;2;59.72;1.291;0.66437743350848;2.774
11429AS0074;0.57119;319;7;2;51.52;1.190;0.734875968382024;1.694
11429AS0076;1.54605;641;13;2;56.08;1.454;0.557839072127;2.184
11429AS0078;0.92079;576;9;2;58.74;1.692;0.513095010582218;5.647
11429AS0080;0.52858;321;6;2;70.75;1.246;0.691965555156501;2.388
11429AS0082;1.04242;510;15;4;36.37;1.409;0.610988287877772;1.093
