PL;CODE_DEP;NOM_COM;CODE_COM;SECTION;NUMERO;DALLE;BOIS_%;NATURE_%;AUTRE_%;DOMINANTE;PROBA_DOMINANTE;SURF_TOTALE_M2
11429AR0043;11;Villemoustaussou;429;AR;0043;2;0.0;98.61;1.39;NATURE;100;1943.9
11429AR0044;11;Villemoustaussou;429;AR;0044;2;0.0;100.0;0.0;NATURE;100;2007.3
11429AR0002;11;Villemoustaussou;429;AR;0002;2;0.0;100.0;0.0;NATURE;100;3519.4
11429AR0041;11;Villemoustaussou;429;AR;0041;2;0.0;13.63;86.37;AUTRE;0;4834.8
11429AS0007;11;Villemoustaussou;429;AS;0007;2;0.0;0.0;100.0;AUTRE;0;10013.6
11429AS0010;11;Villemoustaussou;429;AS;0010;2;0.0;0.0;100.0;AUTRE;0;2454.0
11429AS0074;11;Villemoustaussou;429;AS;0074;2;0.0;0.0;100.0;AUTRE;0;5696.5
11429AS0076;11;Villemoustaussou;429;AS;0076;2;0.0;0.0;100.0;AUTRE;0;15454.0
11429AS0078;11;Villemoustaussou;429;AS;0078;2;0.0;0.0;100.0;AUTRE;0;9202.9
11429AS0080;11;Villemoustaussou;429;AS;0080;2;0.0;0.0;100.0;AUTRE;0;5292.7
11429AS0086;11;Villemoustaussou;429;AS;0086;2;0.0;0.0;100.0;AUTRE;0;3278.7
11429AS0087;11;Villemoustaussou;429;AS;0087;2;0.0;0.0;100.0;AUTRE;0;1155.9
114300C1209;11;Villeneuve-la-Comptal;430;0C;1209;1;0.0;91.48;8.52;NATURE;100;49145.3
114300C0635;11;Villeneuve-la-Comptal;430;0C;0635;1;36.5;57.53;5.96;NATURE;100;196340.2
114300C0638;11;Villeneuve-la-Comptal;430;0C;0638;1;100.0;0.0;0.0;BOIS;100;4322.7
114300C1123;11;Villeneuve-la-Comptal;430;0C;1123;1;0.0;100.0;0.0;NATURE;100;6796.7
114300C1134;11;Villeneuve-la-Comptal;430;0C;1134;1;14.31;85.69;0.0;NATURE;100;2823.0
114300C0636;11;Villeneuve-la-Comptal;430;0C;0636;1;0.12;10.8;89.08;AUTRE;0;26687.2
114300C1124;11;Villeneuve-la-Comptal;430;0C;1124;1;17.95;82.05;0.0;NATURE;100;3531.5
114300C1131;11;Villeneuve-la-Comptal;430;0C;1131;1;60.24;39.75;0.0;BOIS;100;764.5
114300C1130;11;Villeneuve-la-Comptal;430;0C;1130;1;98.71;1.29;0.0;BOIS;100;1480.2
114300C1129;11;Villeneuve-la-Comptal;430;0C;1129;1;100.0;0.0;0.0;BOIS;100;361.5
114300C1128;11;Villeneuve-la-Comptal;430;0C;1128;1;100.0;0.0;0.0;BOIS;100;2076.2
114300C1127;11;Villeneuve-la-Comptal;430;0C;1127;1;100.0;0.0;0.0;BOIS;100;1725.7
114300C1115;11;Villeneuve-la-Comptal;430;0C;1115;1;25.64;74.36;0.0;NATURE;100;3963.0
114300C0572;11;Villeneuve-la-Comptal;430;0C;0572;1;0.0;61.73;38.27;NATURE;100;2706.1
114300C1109;11;Villeneuve-la-Comptal;430;0C;1109;1;7.99;0.0;92.01;AUTRE;0;1507.8
114300C0573;11;Villeneuve-la-Comptal;430;0C;0573;1;0.0;45.7;54.3;AUTRE;0;2678.5
114300C1110;11;Villeneuve-la-Comptal;430;0C;1110;1;9.54;0.0;90.46;AUTRE;0;1555.2
114300C1107;11;Villeneuve-la-Comptal;430;0C;1107;1;0.0;74.95;25.05;NATURE;100;1944.0
114300C1125;11;Villeneuve-la-Comptal;430;0C;1125;1;99.91;0.09;0.0;BOIS;100;2825.1
114300C1126;11;Villeneuve-la-Comptal;430;0C;1126;1;98.04;1.96;0.0;BOIS;100;3190.4
114300C1121;11;Villeneuve-la-Comptal;430;0C;1121;1;24.78;64.56;10.66;NATURE;100;12953.6
114300C1111;11;Villeneuve-la-Comptal;430;0C;1111;1;22.05;0.0;77.95;AUTRE;0;4227.0
114300C1100;11;Villeneuve-la-Comptal;430;0C;1100;1;3.42;0.0;96.58;AUTRE;0;8359.1
114300C1105;11;Villeneuve-la-Comptal;430;0C;1105;1;0.0;36.99;63.01;AUTRE;0;2017.4
114300C1104;11;Villeneuve-la-Comptal;430;0C;1104;1;0.0;5.11;94.89;AUTRE;0;2308.8
114300C1103;11;Villeneuve-la-Comptal;430;0C;1103;1;0.0;100.0;0.0;NATURE;100;2153.3
114300C1101;11;Villeneuve-la-Comptal;430;0C;1101;1;0.0;6.78;93.22;AUTRE;0;7339.6
114300C1003;11;Villeneuve-la-Comptal;430;0C;1003;1;0.25;99.75;0.0;NATURE;100;5187.3
114300C1004;11;Villeneuve-la-Comptal;430;0C;1004;1;0.0;100.0;0.0;NATURE;100;2898.4
114300C1102;11;Villeneuve-la-Comptal;430;0C;1102;1;0.0;100.0;0.0;NATURE;100;4459.5
114300C1096;11;Villeneuve-la-Comptal;430;0C;1096;1;86.74;13.26;0.0;BOIS;100;4381.8
114300C1093;11;Villeneuve-la-Comptal;430;0C;1093;1;5.82;10.79;83.4;AUTRE;0;5542.5
114300C1095;11;Villeneuve-la-Comptal;430;0C;1095;1;42.04;57.96;0.0;NATURE;100;3222.0
114300C1005;11;Villeneuve-la-Comptal;430;0C;1005;1;0.0;100.0;0.0;NATURE;100;2724.2
114300C1092;11;Villeneuve-la-Comptal;430;0C;1092;1;0.0;49.36;50.64;AUTRE;0;5448.8
114300C1094;11;Villeneuve-la-Comptal;430;0C;1094;1;2.0;98.0;0.0;NATURE;100;2328.1
114300C1006;11;Villeneuve-la-Comptal;430;0C;1006;1;0.0;100.0;0.0;NATURE;100;2645.3
114300C1007;11;Villeneuve-la-Comptal;430;0C;1007;1;0.0;100.0;0.0;NATURE;100;2367.5
114300C1008;11;Villeneuve-la-Comptal;430;0C;1008;1;32.84;67.16;0.0;NATURE;100;3231.6
114300C1090;11;Villeneuve-la-Comptal;430;0C;1090;1;23.42;76.58;0.0;NATURE;100;2528.8
114300C1011;11;Villeneuve-la-Comptal;430;0C;1011;1;0.0;100.0;0.0;NATURE;100;2733.5
114300C1091;11;Villeneuve-la-Comptal;430;0C;1091;1;0.0;100.0;0.0;NATURE;100;864.0
114300C1133;11;Villeneuve-la-Comptal;430;0C;1133;1;27.64;72.36;0.0;NATURE;100;3200.8
114300C1135;11;Villeneuve-la-Comptal;430;0C;1135;1;0.0;100.0;0.0;NATURE;100;3469.6
114300C1172;11;Villeneuve-la-Comptal;430;0C;1172;1;100.0;0.0;0.0;BOIS;100;1196.9
114300C1137;11;Villeneuve-la-Comptal;430;0C;1137;1;25.12;74.88;0.0;NATURE;100;1943.5
114300C1132;11;Villeneuve-la-Comptal;430;0C;1132;1;99.99;0.0;0.01;BOIS;100;3448.0
114300C1099;11;Villeneuve-la-Comptal;430;0C;1099;1;96.91;3.09;0.0;BOIS;100;3418.6
114300C0658;11;Villeneuve-la-Comptal;430;0C;0658;1;4.24;0.64;95.11;AUTRE;0;18115.8
114300C0659;11;Villeneuve-la-Comptal;430;0C;0659;1;0.0;44.65;55.35;AUTRE;0;5063.8
114300C1158;11;Villeneuve-la-Comptal;430;0C;1158;1;0.04;0.0;99.96;AUTRE;0;6388.4
114300C0656;11;Villeneuve-la-Comptal;430;0C;0656;1;0.0;0.0;100.0;AUTRE;0;3375.1
114300C0752;11;Villeneuve-la-Comptal;430;0C;0752;1;0.0;0.0;100.0;AUTRE;0;5129.6
114300C0657;11;Villeneuve-la-Comptal;430;0C;0657;1;0.0;3.29;96.71;AUTRE;0;7987.6
114300C0637;11;Villeneuve-la-Comptal;430;0C;0637;1;100.0;0.0;0.0;BOIS;100;5263.7
114300C0754;11;Villeneuve-la-Comptal;430;0C;0754;1;7.75;1.0;91.25;AUTRE;0;9678.9
114300C1170;11;Villeneuve-la-Comptal;430;0C;1170;1;0.0;93.9;6.1;NATURE;100;4775.0
114300C0634;11;Villeneuve-la-Comptal;430;0C;0634;1;0.0;22.55;77.45;AUTRE;0;5520.5
114300C0632;11;Villeneuve-la-Comptal;430;0C;0632;1;0.0;100.0;0.0;NATURE;100;3363.2
114300C0633;11;Villeneuve-la-Comptal;430;0C;0633;1;0.0;100.0;0.0;NATURE;100;2947.6
114300C0630;11;Villeneuve-la-Comptal;430;0C;0630;1;0.0;100.0;0.0;NATURE;100;23878.5
114300C0631;11;Villeneuve-la-Comptal;430;0C;0631;1;0.0;100.0;0.0;NATURE;100;6158.3
114300C0756;11;Villeneuve-la-Comptal;430;0C;0756;1;8.81;3.87;87.31;AUTRE;0;9130.5
114300C0626;11;Villeneuve-la-Comptal;430;0C;0626;1;0.0;100.0;0.0;NATURE;100;5246.0
114300C0625;11;Villeneuve-la-Comptal;430;0C;0625;1;0.0;100.0;0.0;NATURE;100;1896.6
114300C0629;11;Villeneuve-la-Comptal;430;0C;0629;1;0.0;100.0;0.0;NATURE;100;5046.1
114300C0624;11;Villeneuve-la-Comptal;430;0C;0624;1;0.0;100.0;0.0;NATURE;100;3478.5
114300C0591;11;Villeneuve-la-Comptal;430;0C;0591;1;23.79;76.21;0.0;NATURE;100;3123.8
114300C0596;11;Villeneuve-la-Comptal;430;0C;0596;1;19.8;80.19;0.0;NATURE;100;2916.5
114300C0597;11;Villeneuve-la-Comptal;430;0C;0597;1;17.56;82.44;0.0;NATURE;100;3161.3
114300C0628;11;Villeneuve-la-Comptal;430;0C;0628;1;0.0;100.0;0.0;NATURE;100;1460.8
114300C0598;11;Villeneuve-la-Comptal;430;0C;0598;1;21.7;78.3;0.0;NATURE;100;3103.5
114300C0627;11;Villeneuve-la-Comptal;430;0C;0627;1;0.0;100.0;0.0;NATURE;100;1298.6
114300C0599;11;Villeneuve-la-Comptal;430;0C;0599;1;38.45;61.55;0.0;NATURE;100;3033.6
114300C0623;11;Villeneuve-la-Comptal;430;0C;0623;1;0.0;100.0;0.0;NATURE;100;2371.1
114300C0600;11;Villeneuve-la-Comptal;430;0C;0600;1;44.07;55.93;0.0;NATURE;100;2757.5
114300C0622;11;Villeneuve-la-Comptal;430;0C;0622;1;0.0;100.0;0.0;NATURE;100;7684.2
114300C0602;11;Villeneuve-la-Comptal;430;0C;0602;1;42.63;57.37;0.0;NATURE;100;2990.7
114300C0603;11;Villeneuve-la-Comptal;430;0C;0603;1;45.9;54.1;0.0;NATURE;100;2907.7
114300C0621;11;Villeneuve-la-Comptal;430;0C;0621;1;0.0;100.0;0.0;NATURE;100;1209.1
114300C0604;11;Villeneuve-la-Comptal;430;0C;0604;1;35.55;64.45;0.0;NATURE;100;6948.9
114300C0620;11;Villeneuve-la-Comptal;430;0C;0620;1;0.0;100.0;0.0;NATURE;100;2458.0
114300C0744;11;Villeneuve-la-Comptal;430;0C;0744;1;0.0;9.22;90.78;AUTRE;0;13679.3
114300C0751;11;Villeneuve-la-Comptal;430;0C;0751;1;0.0;0.0;100.0;AUTRE;0;916.2
114300C0750;11;Villeneuve-la-Comptal;430;0C;0750;1;0.0;0.0;100.0;AUTRE;0;10289.5
114300C1207;11;Villeneuve-la-Comptal;430;0C;1207;1;4.16;1.62;94.23;AUTRE;0;20996.5
114300C1197;11;Villeneuve-la-Comptal;430;0C;1197;1;0.0;0.0;100.0;AUTRE;0;4271.9
114300C0748;11;Villeneuve-la-Comptal;430;0C;0748;1;0.0;0.0;100.0;AUTRE;0;728.0
114300C0749;11;Villeneuve-la-Comptal;430;0C;0749;1;0.0;0.0;100.0;AUTRE;0;7535.7
114300C1196;11;Villeneuve-la-Comptal;430;0C;1196;1;0.0;0.0;100.0;AUTRE;0;3206.5
114300C1194;11;Villeneuve-la-Comptal;430;0C;1194;1;0.0;0.0;100.0;AUTRE;0;5914.4
114300C0753;11;Villeneuve-la-Comptal;430;0C;0753;1;17.26;0.0;82.74;AUTRE;0;19317.7
114300C1199;11;Villeneuve-la-Comptal;430;0C;1199;1;0.0;0.0;100.0;AUTRE;0;263.2
114300C1198;11;Villeneuve-la-Comptal;430;0C;1198;1;0.0;0.0;100.0;AUTRE;0;107.2
114300C1195;11;Villeneuve-la-Comptal;430;0C;1195;1;0.0;0.0;100.0;AUTRE;0;3130.6
114300C0746;11;Villeneuve-la-Comptal;430;0C;0746;1;0.0;0.0;100.0;AUTRE;0;11.2
114300C0256;11;Villeneuve-la-Comptal;430;0C;0256;1;14.18;12.16;73.66;AUTRE;0;23467.0
114300C0639;11;Villeneuve-la-Comptal;430;0C;0639;1;0.39;1.09;98.52;AUTRE;0;23406.8
114300C1120;11;Villeneuve-la-Comptal;430;0C;1120;1;48.59;51.41;0.0;NATURE;100;2272.1
114300C1119;11;Villeneuve-la-Comptal;430;0C;1119;1;100.0;0.0;0.0;BOIS;100;2749.6
114300C1117;11;Villeneuve-la-Comptal;430;0C;1117;1;2.09;97.91;0.0;NATURE;100;3011.7
114300C0554;11;Villeneuve-la-Comptal;430;0C;0554;1;100.0;0.0;0.0;BOIS;100;1085.2
114300C0553;11;Villeneuve-la-Comptal;430;0C;0553;1;100.0;0.0;0.0;BOIS;100;2874.5
114300C0555;11;Villeneuve-la-Comptal;430;0C;0555;1;100.0;0.0;0.0;BOIS;100;682.2
114300C1116;11;Villeneuve-la-Comptal;430;0C;1116;1;6.22;93.77;0.0;NATURE;100;2898.8
114300C0556;11;Villeneuve-la-Comptal;430;0C;0556;1;100.0;0.0;0.0;BOIS;100;1195.7
114300C0552;11;Villeneuve-la-Comptal;430;0C;0552;1;100.0;0.0;0.0;BOIS;100;1206.0
114300C0557;11;Villeneuve-la-Comptal;430;0C;0557;1;57.89;42.11;0.0;BOIS;100;2241.7
114300C0551;11;Villeneuve-la-Comptal;430;0C;0551;1;100.0;0.0;0.0;BOIS;100;1169.5
114300C0558;11;Villeneuve-la-Comptal;430;0C;0558;1;51.88;44.36;3.76;BOIS;100;5920.3
114300C0550;11;Villeneuve-la-Comptal;430;0C;0550;1;100.0;0.0;0.0;BOIS;100;1514.4
114300C0542;11;Villeneuve-la-Comptal;430;0C;0542;1;37.06;0.0;62.94;AUTRE;0;4149.6
114300C0559;11;Villeneuve-la-Comptal;430;0C;0559;1;100.0;0.0;0.0;BOIS;100;2740.7
114300C0560;11;Villeneuve-la-Comptal;430;0C;0560;1;100.0;0.0;0.0;BOIS;100;1423.1
114300C0549;11;Villeneuve-la-Comptal;430;0C;0549;1;100.0;0.0;0.0;BOIS;100;1006.9
114300C0561;11;Villeneuve-la-Comptal;430;0C;0561;1;97.41;0.0;2.59;BOIS;100;2269.3
114300C0548;11;Villeneuve-la-Comptal;430;0C;0548;1;100.0;0.0;0.0;BOIS;100;2024.4
114300C0571;11;Villeneuve-la-Comptal;430;0C;0571;1;20.84;79.16;0.0;NATURE;100;1749.3
114300C0547;11;Villeneuve-la-Comptal;430;0C;0547;1;91.73;0.0;8.27;BOIS;100;3351.8
114300C0569;11;Villeneuve-la-Comptal;430;0C;0569;1;95.36;4.64;0.0;BOIS;100;1604.9
114300C0543;11;Villeneuve-la-Comptal;430;0C;0543;1;100.0;0.0;0.0;BOIS;100;2001.9
114300C0546;11;Villeneuve-la-Comptal;430;0C;0546;1;100.0;0.0;0.0;BOIS;100;749.1
114300C1114;11;Villeneuve-la-Comptal;430;0C;1114;1;71.03;26.14;2.82;BOIS;100;5106.9
114300C1118;11;Villeneuve-la-Comptal;430;0C;1118;1;92.14;7.86;0.0;BOIS;100;5879.6
114300C0254;11;Villeneuve-la-Comptal;430;0C;0254;1;0.0;96.53;3.47;NATURE;100;6383.9
114300C0258;11;Villeneuve-la-Comptal;430;0C;0258;1;87.51;11.21;1.28;BOIS;100;9631.3
114300C0260;11;Villeneuve-la-Comptal;430;0C;0260;1;17.36;82.64;0.0;NATURE;100;3166.4
114300C0261;11;Villeneuve-la-Comptal;430;0C;0261;1;13.15;86.85;0.0;NATURE;100;2387.1
114300C0262;11;Villeneuve-la-Comptal;430;0C;0262;1;10.04;89.96;0.0;NATURE;100;2274.7
114300C0263;11;Villeneuve-la-Comptal;430;0C;0263;1;5.3;94.7;0.0;NATURE;100;2818.4
114300C0259;11;Villeneuve-la-Comptal;430;0C;0259;1;25.13;74.87;0.0;NATURE;100;6066.9
114300C1174;11;Villeneuve-la-Comptal;430;0C;1174;1;0.0;100.0;0.0;NATURE;100;1255.9
114300C0313;11;Villeneuve-la-Comptal;430;0C;0313;1;0.95;99.05;0.0;NATURE;100;5219.9
114300C1317;11;Villeneuve-la-Comptal;430;0C;1317;1;30.93;4.85;64.21;AUTRE;0;18541.0
114300C0311;11;Villeneuve-la-Comptal;430;0C;0311;1;0.0;100.0;0.0;NATURE;100;3596.2
114300C0310;11;Villeneuve-la-Comptal;430;0C;0310;1;0.0;100.0;0.0;NATURE;100;4492.5
114300C0315;11;Villeneuve-la-Comptal;430;0C;0315;1;0.32;92.77;6.91;NATURE;100;3029.1
114300C0320;11;Villeneuve-la-Comptal;430;0C;0320;1;99.79;0.0;0.21;BOIS;100;3691.3
114300C0317;11;Villeneuve-la-Comptal;430;0C;0317;1;16.45;82.78;0.77;NATURE;100;4439.7
114300C0321;11;Villeneuve-la-Comptal;430;0C;0321;1;27.16;72.84;0.0;NATURE;100;2771.4
114300C0322;11;Villeneuve-la-Comptal;430;0C;0322;1;9.13;90.87;0.0;NATURE;100;4960.8
114300C0323;11;Villeneuve-la-Comptal;430;0C;0323;1;3.76;96.24;0.0;NATURE;100;2738.4
114300C1337;11;Villeneuve-la-Comptal;430;0C;1337;1;4.07;92.93;3.01;NATURE;100;6958.8
114300C0324;11;Villeneuve-la-Comptal;430;0C;0324;1;0.0;99.05;0.95;NATURE;100;3206.3
114300C0327;11;Villeneuve-la-Comptal;430;0C;0327;1;15.27;84.74;0.0;NATURE;100;3157.2
114300C0328;11;Villeneuve-la-Comptal;430;0C;0328;1;15.95;84.05;0.0;NATURE;100;3069.6
114300C0331;11;Villeneuve-la-Comptal;430;0C;0331;1;43.64;0.0;56.36;AUTRE;0;1774.5
114300C0329;11;Villeneuve-la-Comptal;430;0C;0329;1;19.83;80.17;0.0;NATURE;100;2681.9
114300C0755;11;Villeneuve-la-Comptal;430;0C;0755;1;38.88;0.0;61.12;AUTRE;0;6385.7
114300C0757;11;Villeneuve-la-Comptal;430;0C;0757;1;35.4;0.0;64.6;AUTRE;0;6257.0
114300C0312;11;Villeneuve-la-Comptal;430;0C;0312;1;0.0;100.0;0.0;NATURE;100;337.6
114300C0257;11;Villeneuve-la-Comptal;430;0C;0257;1;14.74;29.7;55.56;AUTRE;0;1450.1
114300A0517;11;Villeneuve-la-Comptal;430;0A;0517;1;0.0;0.0;100.0;AUTRE;0;10814.6
114300A0539;11;Villeneuve-la-Comptal;430;0A;0539;1;0.0;0.0;100.0;AUTRE;0;4252.3
114300A0536;11;Villeneuve-la-Comptal;430;0A;0536;1;0.0;0.0;100.0;AUTRE;0;2011.7
