PL;ARTIFICIALISE_%;ARTIFICIALISE_PROBA;AGRICULTURE_%;AGRICULTURE_PROBA;NATURE_%;NATURE_PROBA;BOIS_%;BOIS_PROBA;EAU_%;EAU_PROBA;AUTRE_%;AUTRE_PROBA
11429CA0116;70.28;81.8;0.0;0.0;29.72;68.5;0.0;0.0;0.0;0.0;0.0;0.0
11429CA0028;13.87;87.2;0.0;0.0;40.18;68.5;45.07;86.6;0.88;71.7;0.0;0.0
11429CA0022;26.76;86.9;0.0;0.0;46.8;67.0;26.44;85.8;0.0;0.0;0.0;0.0
11429CA0089;7.83;78.6;0.0;0.0;34.04;68.5;58.14;86.0;0.0;0.0;0.0;0.0
11429CA0193;46.11;86.1;0.0;0.0;51.64;68.4;2.25;86.6;0.0;0.0;0.0;0.0
11429CA0112;75.45;84.2;0.0;0.0;21.85;67.2;2.69;86.6;0.0;0.0;0.0;0.0
11429BC0174;0.0;0.0;1.05;85.4;34.68;68.5;64.26;86.6;0.0;0.0;0.0;0.0
11429CA0195;0.0;0.0;0.0;0.0;73.21;68.5;26.79;86.6;0.0;0.0;0.0;0.0
11429BC0173;1.03;84.7;88.63;85.4;0.83;68.5;9.51;86.6;0.0;0.0;0.0;0.0
11429BZ0006;0.0;0.0;0.0;0.0;0.0;0.0;100.0;86.6;0.0;0.0;0.0;0.0
11429CA0106;6.91;81.2;0.0;0.0;37.91;68.5;50.81;82.6;4.36;71.7;0.0;0.0
11429CA0101;28.98;89.8;0.0;0.0;27.25;68.5;43.77;86.2;0.0;0.0;0.0;0.0
11429CA0059;49.43;84.4;0.0;0.0;33.08;68.5;17.49;86.3;0.0;0.0;0.0;0.0
11429BC0172;6.75;89.0;0.0;0.0;35.37;68.5;57.04;86.6;0.84;71.7;0.0;0.0
11429BC0171;31.29;85.6;0.0;0.0;29.43;68.5;39.04;86.6;0.25;71.7;0.0;0.0
11429CA0100;40.78;87.3;0.0;0.0;30.2;68.5;26.92;86.6;2.1;71.7;0.0;0.0
11429CA0057;8.85;78.5;0.0;0.0;60.48;68.5;30.67;86.6;0.0;0.0;0.0;0.0
11429BC0169;29.32;83.6;0.0;0.0;44.94;68.3;25.01;86.6;0.73;71.7;0.0;0.0
11429BC0180;12.05;79.1;0.0;0.0;60.12;68.5;27.83;86.6;0.0;0.0;0.0;0.0
11429BC0189;2.98;83.2;0.0;0.0;79.24;58.6;17.77;86.6;0.0;0.0;0.0;0.0
