PL;ARTIFICIALISE_%;ARTIFICIALISE_PROBA;AGRICULTURE_%;AGRICULTURE_PROBA;NATURE_%;NATURE_PROBA;BOIS_%;BOIS_PROBA;EAU_%;EAU_PROBA;AUTRE_%;AUTRE_PROBA
11287WK0047;0.0;0.0;0.0;0.0;0.0;0.0;92.97;100.0;0.0;0.0;7.03;0.0
11287WK0049;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11287WK0048;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11287WK0052;0.0;0.0;0.0;0.0;0.0;0.0;64.98;100.0;0.0;0.0;35.02;0.0
11287WK0050;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11287WK0039;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11287WL0010;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11287WL0009;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11287WL0036;0.0;0.0;0.0;0.0;0.0;0.0;95.86;100.0;0.0;0.0;4.14;0.0
11287WL0039;0.0;0.0;0.0;0.0;0.0;0.0;92.35;100.0;0.0;0.0;7.65;0.0
11287WL0033;0.0;0.0;0.0;0.0;0.0;0.0;15.78;100.0;0.0;0.0;84.22;0.0
11287WL0032;0.0;0.0;0.0;0.0;0.0;0.0;34.87;100.0;0.0;0.0;65.13;0.0
11287WL0030;0.0;0.0;0.0;0.0;0.0;0.0;1.36;100.0;0.0;0.0;98.64;0.0
11287WL0027;0.0;0.0;0.0;0.0;0.0;0.0;61.24;100.0;0.0;0.0;38.76;0.0
11287WL0020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11287WL0029;0.0;0.0;0.0;0.0;0.0;0.0;5.18;100.0;0.0;0.0;94.82;0.0
11287WL0028;0.0;0.0;0.0;0.0;0.0;0.0;0.56;100.0;0.0;0.0;99.44;0.0
11287WL0026;0.0;0.0;0.0;0.0;0.0;0.0;7.67;100.0;0.0;0.0;92.33;0.0
11287WL0022;0.0;0.0;0.0;0.0;0.0;0.0;0.02;100.0;0.0;0.0;99.98;0.0
11287WL0013;0.0;0.0;0.0;0.0;0.42;100.0;49.73;100.0;0.0;0.0;49.85;0.0
11287WK0045;0.0;0.0;0.0;0.0;0.0;0.0;62.04;100.0;0.0;0.0;37.96;0.0
11287WK0053;0.0;0.0;0.0;0.0;0.0;0.0;60.17;100.0;0.0;0.0;39.83;0.0
11287WK0054;0.0;0.0;0.0;0.0;0.0;0.0;96.02;100.0;0.0;0.0;3.98;0.0
11287WK0087;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WB0051;0.0;0.0;0.0;0.0;0.0;0.0;80.05;100.0;0.0;0.0;19.95;0.0
110150W0001;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150Z0139;0.0;0.0;0.0;0.0;0.0;0.0;16.04;100.0;0.0;0.0;83.96;0.0
110150Z0140;0.0;0.0;0.0;0.0;0.0;0.0;38.54;100.0;0.0;0.0;61.46;0.0
110150Z0138;0.0;0.0;0.0;0.0;0.0;0.0;19.51;100.0;0.0;0.0;80.49;0.0
110150Z0487;0.0;0.0;0.0;0.0;0.0;0.0;50.96;100.0;0.0;0.0;49.04;0.0
110150W0002;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150Z0486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
110150Z0137;0.0;0.0;0.0;0.0;0.0;0.0;9.31;100.0;0.0;0.0;90.69;0.0
110150W0003;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150W0007;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150Z0160;0.0;0.0;0.0;0.0;0.0;0.0;99.89;100.0;0.0;0.0;0.11;0.0
110150Z0161;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150Z0162;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150Z0164;0.0;0.0;0.0;0.0;0.0;0.0;25.63;100.0;0.0;0.0;74.37;0.0
110150Z0163;0.0;0.0;0.0;0.0;0.0;0.0;93.32;100.0;0.0;0.0;6.68;0.0
11287WK0037;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150Z0145;0.0;0.0;0.0;0.0;0.0;0.0;99.75;100.0;0.0;0.0;0.25;0.0
110150Z0144;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150W0146;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150W0153;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150W0152;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150W0151;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150W0147;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150W0148;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150W0150;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
110150W0004;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11287WK0061;0.0;0.0;0.0;0.0;0.0;0.0;42.11;100.0;0.0;0.0;57.89;0.0
11287WK0062;0.0;0.0;0.0;0.0;0.0;0.0;91.8;100.0;0.0;0.0;8.2;0.0
110150W0149;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11287WL0007;0.0;0.0;0.0;0.0;31.94;100.0;68.06;100.0;0.0;0.0;0.0;0.0
11377WA0076;0.0;0.0;0.0;0.0;0.0;0.0;98.89;100.0;0.0;0.0;1.11;0.0
11287WL0040;0.0;0.0;0.0;0.0;3.61;100.0;86.38;100.0;0.0;0.0;10.01;0.0
11377WA0087;0.0;0.0;0.0;0.0;0.17;100.0;99.83;100.0;0.0;0.0;0.0;0.0
11287WL0038;0.0;0.0;0.0;0.0;0.0;0.0;21.23;100.0;0.0;0.0;78.77;0.0
11377WA0084;0.0;0.0;0.0;0.0;47.72;100.0;52.28;100.0;0.0;0.0;0.0;0.0
11287WL0041;0.0;0.0;0.0;0.0;0.0;0.0;36.17;100.0;0.0;0.0;63.83;0.0
11377WB0056;0.0;0.0;0.0;0.0;0.0;0.0;99.98;100.0;0.0;0.0;0.02;0.0
11377WB0058;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WB0024;0.0;0.0;0.0;0.0;0.0;0.0;99.88;100.0;0.0;0.0;0.12;0.0
11377WB0053;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WB0062;0.0;0.0;0.0;0.0;0.0;0.0;97.15;100.0;0.0;0.0;2.85;0.0
11377WB0054;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WB0030;0.0;0.0;0.0;0.0;0.0;0.0;94.65;100.0;0.0;0.0;5.35;0.0
11377WB0042;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WB0044;0.0;0.0;0.0;0.0;0.0;0.0;57.53;100.0;0.0;0.0;42.47;0.0
11377WB0041;0.0;0.0;0.0;0.0;0.0;0.0;72.13;100.0;0.0;0.0;27.87;0.0
11377WB0031;0.0;0.0;0.0;0.0;0.0;0.0;94.78;100.0;0.0;0.0;5.22;0.0
11377WB0043;0.0;0.0;0.0;0.0;0.0;0.0;13.34;100.0;0.0;0.0;86.66;0.0
11377WB0040;0.0;0.0;0.0;0.0;0.0;0.0;17.95;100.0;0.0;0.0;82.05;0.0
11377WB0045;0.0;0.0;0.0;0.0;0.0;0.0;93.12;100.0;0.0;0.0;6.88;0.0
11377WB0039;0.0;0.0;0.0;0.0;0.0;0.0;95.86;100.0;0.0;0.0;4.14;0.0
11377WB0046;0.0;0.0;0.0;0.0;0.0;0.0;33.0;100.0;0.0;0.0;67.0;0.0
11377WA0102;0.0;0.0;0.0;0.0;0.0;0.0;64.26;100.0;0.0;0.0;35.74;0.0
11377WB0059;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WB0038;0.0;0.0;0.0;0.0;0.0;0.0;14.21;100.0;0.0;0.0;85.79;0.0
11377WB0052;0.0;0.0;0.0;0.0;0.0;0.0;62.63;100.0;0.0;0.0;37.37;0.0
11377WA0107;0.0;0.0;0.0;0.0;0.0;0.0;93.96;100.0;0.0;0.0;6.04;0.0
11377WA0089;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WA0230;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WA0090;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WA0091;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WA0092;0.0;0.0;0.0;0.0;0.0;0.0;95.21;100.0;0.0;0.0;4.79;0.0
11377WA0088;0.0;0.0;0.0;0.0;0.0;0.0;37.1;100.0;0.0;0.0;62.9;0.0
11377WA0093;0.0;0.0;0.0;0.0;0.0;0.0;63.55;100.0;0.0;0.0;36.45;0.0
11377WA0094;0.0;0.0;0.0;0.0;0.0;0.0;35.3;100.0;0.0;0.0;64.7;0.0
11377WB0049;0.0;0.0;0.0;0.0;0.0;0.0;84.05;100.0;0.0;0.0;15.95;0.0
11377WA0099;0.0;0.0;0.0;0.0;0.0;0.0;40.17;100.0;0.0;0.0;59.83;0.0
11377WB0047;0.0;0.0;0.0;0.0;0.0;0.0;99.49;100.0;0.0;0.0;0.51;0.0
11377WA0108;0.0;0.0;0.0;0.0;0.0;0.0;26.96;100.0;0.0;0.0;73.04;0.0
11377WA0101;0.0;0.0;0.0;0.0;0.0;0.0;32.89;100.0;0.0;0.0;67.11;0.0
11377WB0048;0.0;0.0;0.0;0.0;0.0;0.0;27.67;100.0;0.0;0.0;72.33;0.0
11377WA0100;0.0;0.0;0.0;0.0;0.0;0.0;11.98;100.0;0.0;0.0;88.02;0.0
11377WA0095;0.0;0.0;0.0;0.0;0.0;0.0;4.07;100.0;0.0;0.0;95.93;0.0
11377WA0097;0.0;0.0;0.0;0.0;0.0;0.0;84.0;100.0;0.0;0.0;16.0;0.0
11377WA0105;0.0;0.0;0.0;0.0;0.0;0.0;42.35;100.0;0.0;0.0;57.65;0.0
11377WB0061;0.0;0.0;0.0;0.0;0.0;0.0;23.69;100.0;0.0;0.0;76.31;0.0
11377WA0098;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11377WA0096;0.0;0.0;0.0;0.0;0.0;0.0;55.37;100.0;0.0;0.0;44.63;0.0
11429CA0200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0198;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429BY0012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429BY0011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429BY0009;0.0;0.0;0.0;0.0;0.0;0.0;3.35;100.0;0.0;0.0;96.65;0.0
11429BZ0011;0.0;0.0;0.0;0.0;0.0;0.0;92.02;100.0;0.0;0.0;7.98;0.0
11429BZ0021;0.0;0.0;0.0;0.0;0.0;0.0;7.42;100.0;0.0;0.0;92.58;0.0
11429BZ0005;0.0;0.0;0.0;0.0;0.0;0.0;1.63;100.0;0.0;0.0;98.37;0.0
11429BZ0004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429BZ0012;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0
11429BZ0013;0.0;0.0;0.0;0.0;0.0;0.0;1.21;100.0;0.0;0.0;98.79;0.0
11429BZ0016;0.0;0.0;0.0;0.0;0.0;0.0;2.07;100.0;0.0;0.0;97.93;0.0
11429BZ0022;0.0;0.0;0.0;0.0;0.0;0.0;4.97;100.0;0.0;0.0;95.03;0.0
11429BZ0014;0.0;0.0;0.0;0.0;0.0;0.0;20.87;100.0;0.0;0.0;79.13;0.0
11429CA0061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
11429CA0116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
