PL;ARTIFICIALISE_OSO;AGRICULTURE_OSO;NATURE_OSO;BOIS_OSO;EAU_OSO;AUTRE_OSO;ARTIFICIALISE_RPG;AGRICULTURE_RPG;NATURE_RPG;BOIS_RPG;EAU_RPG;AUTRE_RPG;ARTIFICIALISE_TOPO;AGRICULTURE_TOPO;NATURE_TOPO;BOIS_TOPO;EAU_TOPO;AUTRE_TOPO;ARTIFICIALISE_COSIA;AGRICULTURE_COSIA;NATURE_COSIA;BOIS_COSIA;EAU_COSIA;AUTRE_COSIA;ARTIFICIALISE_FORET;AGRICULTURE_FORET;NATURE_FORET;BOIS_FORET;EAU_FORET;AUTRE_FORET;DIV_ARTIFICIALISE;DIV_AGRICULTURE;DIV_NATURE;DIV_BOIS;DIV_EAU;INDICE_DIVERGENCE;TAUX_ACCORD_PRECIS;CONSENSUS;SURFACE;GRAVELIUS
11429AB0006;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;97.32;0.0;0.0;0.0;0.0;2.68;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;54.293981986956894;0.0;0.0;0.0;0.0;10.858796397391378;89.14120360260863;ARTIFICIALISE;85.54014998720915;1.2699539599600074
11429AB0007;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;93.73;0.0;0.0;0.0;0.0;6.27;99.06;0.0;0.14;0.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;53.50934423070423;0.0;0.06260990336999411;0.3622430123549659;0.0;10.786839429285838;89.21316057071417;ARTIFICIALISE;241.00229999815502;1.3550583933145397
11429AB0008;70.25;29.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;3.48;0.0;0.0;0.0;0.0;96.52;43.48;0.01;24.17;30.7;1.64;0.0;0.0;0.0;0.0;0.0;0.0;100.0;31.976735605749376;13.303487136837468;10.809152603233985;13.72945738184871;0.733430296619931;14.110452604857892;85.8895473951421;ARTIFICIALISE;1948.9088500398611;1.1615047453897633
11429AB0009;2.87;5.6;0.0;91.53;0.0;0.0;0.0;2.52;0.0;0.0;0.0;97.48;0.47;0.0;0.0;0.0;0.0;99.53;1.07;0.03;31.19;67.71;0.0;0.0;0.0;0.0;0.0;86.41;0.0;13.59;1.1951025060638103;2.4711738101558134;13.94859204364369;45.71730689793527;0.0;12.666435051559716;87.33356494844028;BOIS;11132.432099923706;1.7285475620359976
11429AB0010;0.0;95.69;0.0;4.31;0.0;0.0;0.0;99.64;0.0;0.0;0.0;0.36;0.0;0.0;0.0;0.0;0.0;100.0;0.0;89.01;2.23;8.76;0.0;0.0;0.0;0.0;0.0;7.88;0.0;92.12;0.0;52.051990067623734;0.9972863179649063;4.1721577151397335;0.0;11.444286820145674;88.55571317985432;AGRICULTURE;6395.435599754422;1.7681819034392787
11429AB0011;0.0;99.74;0.0;0.26;0.0;0.0;0.0;97.42;0.0;0.0;0.0;2.58;0.0;0.0;0.0;0.0;0.0;100.0;0.03;96.8;3.04;0.13;0.0;0.0;0.0;0.0;0.0;0.5;0.0;99.5;0.01341640786499874;53.680694108776194;1.359529330319872;0.2098094373473224;0.0;11.05268985686168;88.94731014313832;AGRICULTURE;27293.215849984183;1.3778425637749947
11429AB0175;0.0;71.47;0.0;28.53;0.0;0.0;0.0;4.68;0.0;0.0;0.0;95.32;0.0;0.0;0.0;0.0;0.0;100.0;4.25;0.0;50.87;44.88;0.0;0.0;0.0;0.0;0.0;38.59;0.0;61.41;1.9006577808748213;31.504360015718458;22.74975560308286;21.26360388081005;0.0;15.483675456097236;84.51632454390277;AGRICULTURE;2610.299599957095;1.1728115095811822
11429AB0176;0.0;100.0;0.0;0.0;0.0;0.0;0.0;95.54;0.0;0.0;0.0;4.46;0.0;0.0;0.0;0.0;0.0;100.0;3.25;0.0;94.51;2.24;0.0;0.0;0.0;0.0;0.0;2.99;0.0;97.01;1.4534441853748632;53.574045208477585;42.26615691070103;1.45663310411373;0.0;19.75005588173344;80.24994411826655;AGRICULTURE;1432.927000004171;1.2919031110756112
11429AB0177;15.33;82.85;0.0;1.82;0.0;0.0;0.0;32.34;0.0;0.0;0.0;67.66;0.0;0.0;0.0;0.0;0.0;100.0;2.23;0.0;27.68;70.09;0.0;0.0;0.0;0.0;0.0;82.08;0.0;17.92;6.6766585954352955;36.25000303448263;12.378872323438834;41.56459695461992;0.0;19.374026181595337;80.62597381840466;AGRICULTURE;2116.9984001413586;2.265027241884381
11429AB0178;2.73;97.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;6.58;93.42;0.0;0.0;0.0;0.0;0.0;32.77;0.0;67.23;1.2208931157148855;43.50046643428091;2.9426654583897234;40.67058543960241;0.0;17.666922089597584;82.33307791040241;AGRICULTURE;327.463650031053;1.2092728550580456
11429AB0179;0.01;99.83;0.06;0.1;0.0;0.0;0.0;94.39;0.0;0.0;0.0;5.61;0.0;0.0;0.0;0.0;0.0;100.0;2.08;81.67;9.35;6.9;0.0;0.0;0.0;0.0;0.0;1.37;0.0;98.63;0.929096335155833;50.79968375885818;4.174819756588301;2.9784861926824506;0.0;11.776417208656953;88.22358279134305;AGRICULTURE;13188.666849893285;1.2397786546722922
11429AB0180;0.0;100.0;0.0;0.0;0.0;0.0;0.0;85.98;0.0;0.0;0.0;14.02;0.73;0.0;0.0;0.0;0.0;99.27;0.0;0.02;67.13;32.85;0.0;0.0;0.0;0.0;0.0;13.29;0.0;86.71;0.32646592471496927;51.16971956147503;30.02144866591217;14.40457114946502;0.0;19.184441060313436;80.81555893968657;AGRICULTURE;1089.860250062931;1.3238339949354245
11429AB0181;0.0;100.0;0.0;0.0;0.0;0.0;0.0;96.63;0.0;0.0;0.0;3.37;0.0;0.0;0.0;0.0;0.0;100.0;0.0;91.69;3.54;4.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;52.72269084559323;1.583136128069851;2.1332088505347993;0.0;11.287807164839576;88.71219283516042;AGRICULTURE;2115.3953999866826;1.6115563962851707
11429AB0182;0.0;100.0;0.0;0.0;0.0;0.0;0.0;95.69;0.0;0.0;0.0;4.31;0.0;0.0;0.0;0.0;0.0;100.0;0.0;91.21;0.99;7.8;0.0;0.0;0.0;0.0;0.67;4.9;0.0;94.43;0.0;52.47265525966834;0.4684762534003191;3.626017098691069;0.0;11.313429722351946;88.68657027764806;AGRICULTURE;4744.225399990641;1.5996661472897502
11429AB0183;0.0;100.0;0.0;0.0;0.0;0.0;0.0;95.01;0.0;0.0;0.0;4.99;0.12;0.0;0.0;0.0;0.0;99.88;0.0;90.15;0.0;9.85;0.0;0.0;0.0;0.0;2.69;8.35;0.0;88.96;0.05366563145999496;52.17920438258905;1.203004571894887;5.012409600182331;0.0;11.689656837225252;88.31034316277474;AGRICULTURE;4489.140200022325;1.6408578813670993
11429AB0184;0.0;95.84;0.03;4.13;0.0;0.0;0.0;95.6;0.0;0.0;0.0;4.4;0.09;0.0;0.0;0.0;0.0;99.91;0.0;81.02;1.27;17.7;0.0;0.0;0.0;0.0;9.79;19.93;0.0;70.28;0.04024922359499621;50.10492909884216;4.267911667314589;9.731036429897896;0.0;12.82882528392993;87.17117471607007;AGRICULTURE;2104.578899989631;2.1755597894306837
11429AB0185;0.0;37.12;0.0;62.88;0.0;0.0;0.0;10.44;0.0;0.0;0.0;89.56;0.0;0.0;0.0;0.0;0.0;100.0;0.0;1.25;1.98;96.77;0.0;0.0;0.0;0.0;40.69;59.31;0.0;0.0;0.0;15.905716582411493;17.996185151303592;42.565558495102586;0.0;15.293492045763534;84.70650795423647;BOIS;1917.6180000129102;2.220118366831606
11429AB0186;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;43.11;56.89;0.0;0.0;0.0;0.0;19.279378102003186;50.09485422675667;0.0;13.874846465751972;86.12515353424803;BOIS;4041.228699948371;1.6056403077884613
11429AB0187;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;54.772255750516614;0.0;10.954451150103322;89.04554884989668;BOIS;4357.938650138917;1.8491768454979332
11429AB0188;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.18;0.0;29.9;69.92;0.0;0.0;0.0;0.0;8.39;91.61;0.0;0.0;0.08049844718999243;0.0;12.953544688617088;48.99390349829252;0.0;12.40558932681992;87.59441067318008;BOIS;2647.088749936282;1.544534901063041
11429AB0192;43.18;0.0;0.0;56.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;6.06;0.0;22.2;71.73;0.0;0.0;0.0;0.0;2.56;35.27;0.0;62.16;18.817016766745997;0.0;9.70543765113145;32.597084685597274;0.0;12.223907820694944;87.77609217930505;BOIS;2109.4774500065487;1.1362653991407603
11429AB0193;38.97;0.0;0.0;61.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;31.07;0.0;3.15;65.78;0.0;0.0;0.0;0.0;68.92;19.61;0.0;11.47;19.38353347560759;0.0;30.50029475267411;32.20426260605885;0.0;16.41761816686811;83.58238183313189;BOIS;2400.2542499798465;1.1348783707617471
11429AB0194;32.25;1.13;48.83;17.79;0.0;0.0;0.0;0.86;0.0;0.0;0.0;99.14;0.0;0.0;0.0;0.0;0.0;100.0;0.16;0.01;43.75;56.08;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;14.404916521799075;0.5514979601050215;41.47595725236489;24.34181135412893;0.0;16.154836617679585;83.84516338232041;NATURE;970.9121000173043;1.2903894112456233
11429AB0195;0.0;17.1;82.9;0.0;0.0;0.0;0.0;0.55;0.0;0.0;0.0;99.45;0.0;0.0;0.0;0.0;0.0;100.0;0.02;0.0;70.79;29.19;0.0;0.0;0.0;0.0;99.82;0.0;0.0;0.18;0.00894427190999916;7.589598144829541;47.41888463471067;13.054164852643773;0.0;13.614318380818798;86.3856816191812;NATURE;2420.9277999244923;1.1382256674864974
11429AB0196;0.0;27.39;31.16;41.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.97;0.0;0.0;0.0;0.0;99.03;3.51;0.0;30.06;66.43;0.0;0.0;0.0;0.0;15.19;0.0;0.0;84.81;1.5204374370555336;12.249180380743846;15.310026779859008;30.83597136462544;0.0;11.983123192456764;88.01687680754324;BOIS;6111.562900052813;1.137938608217902
11429AB0197;0.0;35.89;64.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;54.13;45.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;16.050495942493487;32.57303132961377;20.51368762558307;0.0;13.827442979538066;86.17255702046194;NATURE;745.5437500047643;1.4224060695915506
11429AB0198;0.0;77.21;22.79;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;99.93;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.56;23.93;75.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;34.45972097971775;12.801145651854759;33.76909859620182;0.0;16.20599304555487;83.79400695444514;AGRICULTURE;5005.244699942593;1.1992014820570556
11429AB0199;0.0;100.0;0.0;0.0;0.0;0.0;0.0;96.97;0.0;0.0;0.0;3.03;0.0;0.0;0.0;0.0;0.0;100.0;0.03;85.98;9.89;4.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.01341640786499874;51.92205889600296;4.4229424594945845;1.8380478775048272;0.0;11.639293128173474;88.36070687182652;AGRICULTURE;8008.666950055245;1.21953968975013
11429AB0200;0.0;100.0;0.0;0.0;0.0;0.0;0.0;96.34;0.0;0.0;0.0;3.66;0.0;0.0;0.0;0.0;0.0;100.0;0.0;91.18;5.4;3.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;52.587160790443896;2.414953415699773;1.529470496609856;0.0;11.306316940550705;88.6936830594493;AGRICULTURE;7440.737050034828;1.2520633444997982
11429AB0201;93.04;6.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.38;0.0;0.0;0.0;0.0;99.62;8.97;26.77;29.77;34.49;0.0;0.0;0.0;0.0;0.0;18.9;0.0;81.1;40.74403171017812;11.592367316471645;13.313548738033747;15.625873415588647;0.0;16.255164236054434;83.74483576394556;ARTIFICIALISE;765.9402999953609;1.6036405030144751
11429AB0202;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;77.29;0.0;0.0;0.0;0.0;22.71;32.05;0.0;56.65;11.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;45.37703020251546;0.0;25.334650185072615;5.053513629149525;0.0;15.153038803347519;84.84696119665249;ARTIFICIALISE;20.46614999910167;1.1144378916362514
11429AB0204;96.01;0.0;0.0;3.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.28;0.0;14.12;85.6;0.0;0.0;0.0;0.0;0.0;99.47;0.0;0.53;42.90584365794478;0.0;6.314655968459406;50.221569768377414;0.0;19.88841387895632;80.11158612104367;ARTIFICIALISE;942.0281500223535;2.093513037918075
11429AB0205;2.58;97.42;0.0;0.0;0.0;0.0;0.0;95.57;0.0;0.0;0.0;4.43;0.0;0.0;0.0;0.0;0.0;100.0;0.88;96.01;2.32;0.79;0.0;0.0;0.0;0.0;0.0;0.74;0.0;99.26;1.1221051644119637;52.76836504952565;1.0375355415599024;0.4193804954930546;0.0;11.069477250198114;88.93052274980188;AGRICULTURE;6433.1487500453795;1.5296434213157657
11429AB0206;0.0;84.83;0.0;15.17;0.0;0.0;0.0;98.85;0.0;0.0;0.0;1.15;0.0;0.0;0.0;0.0;0.0;100.0;0.55;98.13;1.26;0.06;0.0;0.0;0.0;0.0;0.0;0.12;0.0;99.88;0.24596747752497689;51.75319574673625;0.5634891303299471;6.7642885804791035;0.0;11.865388187014057;88.13461181298594;AGRICULTURE;55597.13234959953;1.26752742010398
11429AB0207;0.0;100.0;0.0;0.0;0.0;0.0;0.0;99.81;0.0;0.0;0.0;0.19;0.0;0.0;0.0;0.0;0.0;100.0;1.27;97.87;0.64;0.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.5679612662849466;54.35507455610745;0.2862167011199731;0.09838699100999074;0.0;11.061527902904473;88.93847209709553;AGRICULTURE;14221.087999901052;1.4084599500920605
11429AB0208;0.0;100.0;0.0;0.0;0.0;0.0;0.0;99.37;0.0;0.0;0.0;0.63;0.0;0.0;0.0;0.0;0.0;100.0;0.67;96.7;2.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.29963310898497186;54.068932669325;1.17169962020989;0.0;0.0;11.108053079703973;88.89194692029602;AGRICULTURE;25017.221000262125;1.2289837936185992
11429AB0209;3.39;96.61;0.0;0.0;0.0;0.0;0.0;96.3;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0;100.0;7.75;80.84;8.58;2.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;3.418138382219187;50.38470799756609;3.837092649389639;1.2656144752648812;0.0;11.781110700887961;88.21888929911204;AGRICULTURE;5861.87705006126;1.2838730413768527
11429AB0210;63.84;36.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;8.51;0.0;0.0;0.0;0.0;91.49;19.27;5.45;50.35;24.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;26.64795357996558;15.739835450219928;22.517204533422884;11.149034935813951;0.0;15.21080569988447;84.78919430011553;ARTIFICIALISE;1839.763499888843;1.3131366199944408
11429AB0211;80.62;19.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;33.96;0.0;0.0;0.0;0.0;66.04;46.93;0.0;39.25;13.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;34.05214706887071;8.666999480789183;17.55313362337335;6.18049188980942;0.0;13.290554412568534;86.70944558743146;ARTIFICIALISE;388.9059999945222;1.1915814343537332
11429AB0212;7.5;92.5;0.0;0.0;0.0;0.0;0.0;92.32;0.0;0.0;0.0;7.68;2.08;0.0;0.0;0.0;0.0;97.92;2.4;0.0;87.72;9.42;0.46;0.0;0.0;0.0;0.0;0.0;0.0;100.0;3.067259363014481;50.615081546906545;39.22957659725631;4.2127520696096035;0.20571825392998064;19.466077566143387;80.53392243385662;AGRICULTURE;3277.5262499803403;1.2369632436177156
11429AB0213;27.53;72.47;0.0;0.0;0.0;0.0;0.0;59.02;0.0;0.0;0.0;40.98;0.0;0.0;0.0;0.0;0.0;100.0;1.42;7.72;55.69;35.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;12.168574279676317;35.06770194922958;24.905325133392658;15.728502153733523;0.0;17.57402070320642;82.42597929679359;AGRICULTURE;6423.749400176062;2.8519867312587905
11429AB0214;0.0;100.0;0.0;0.0;0.0;0.0;0.0;90.55;0.0;0.0;0.0;9.45;0.0;0.0;0.0;0.0;0.0;100.0;0.0;90.55;7.99;1.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;51.46640409043554;3.5732366280446644;0.648459713474939;0.0;11.137620086391028;88.86237991360898;AGRICULTURE;5270.528249979928;1.2989364353089585
11429AB0215;1.15;98.85;0.0;0.0;0.0;0.0;0.0;83.91;0.0;0.0;0.0;16.09;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;94.28;5.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.5142956348249516;50.32883636644106;42.163297783736034;2.558061766259759;0.0;19.11289831025236;80.88710168974764;AGRICULTURE;2819.0780500217643;1.249271972174142
11429AB0216;6.82;92.75;0.0;0.43;0.0;0.0;0.0;62.13;0.0;0.0;0.0;37.87;0.0;0.0;0.0;0.0;0.0;100.0;0.51;24.05;52.33;23.1;0.0;0.0;0.0;0.0;0.0;26.61;0.0;73.39;3.0011131268247784;40.736693901199196;23.402687452512797;13.593041234396372;0.0;16.146707142986628;83.85329285701337;AGRICULTURE;9930.637350007812;2.5991321976524318
11429AB0218;4.12;75.42;0.0;20.45;0.0;0.0;0.0;0.24;0.0;0.0;0.0;99.76;0.33;0.0;0.0;0.0;0.0;99.67;2.5;31.18;23.04;43.28;0.0;0.0;0.0;0.0;0.0;3.56;0.0;96.44;1.8488374725756722;33.08122307291555;10.30380124031903;18.697898812433447;0.0;12.78635211964874;87.21364788035126;AGRICULTURE;4155.721799893033;1.2522094037231035
11429AB0219;0.0;80.23;0.0;19.77;0.0;0.0;0.0;84.67;0.0;0.0;0.0;15.33;0.73;0.0;0.0;0.0;0.0;99.27;7.51;0.12;78.93;13.44;0.0;0.0;0.0;0.0;0.0;2.18;0.0;97.82;3.2921679787033957;45.165130687290166;35.29856909281168;9.02425176953746;0.0;18.55602390566854;81.44397609433146;AGRICULTURE;2109.710999949658;1.5010089735277874
11429AB0220;2.5;30.78;0.0;66.72;0.0;0.0;0.0;1.28;0.0;0.0;0.0;98.72;0.27;0.0;0.0;0.0;0.0;99.73;0.2;0.24;28.36;71.2;0.0;0.0;0.0;0.0;0.0;80.36;0.0;19.64;1.072231318326414;13.605572387812282;12.682977568378806;40.15437809255673;0.0;13.503031873414846;86.49696812658516;BOIS;6068.977950042186;1.222239520609206
11429AB0221;50.82;0.0;0.0;49.18;0.0;0.0;0.0;99.69;0.0;0.0;0.0;0.31;0.0;0.0;0.0;0.0;0.0;100.0;1.27;97.35;0.0;1.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;22.592098618764926;53.967967999545806;0.0;21.84884893993274;0.0;19.68178311164869;80.31821688835132;ARTIFICIALISE;3257.632799933953;1.717572329654388
11429AB0222;22.64;49.85;0.0;27.51;0.0;0.0;0.0;98.6;0.0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;100.0;0.0;99.61;0.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;10.12491580211905;49.55396522983806;0.1744133022449836;12.302846012203846;0.0;14.43122806928119;85.56877193071881;AGRICULTURE;31817.39414993292;1.2556899610157541
11429AB0223;25.22;48.7;0.0;26.08;0.0;0.0;0.0;98.66;0.0;0.0;0.0;1.34;0.0;0.0;0.0;0.0;0.0;100.0;0.0;99.06;0.87;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;11.278726878508937;49.431280379937554;0.3890758280849634;11.655543745359973;0.0;14.550925366378285;85.44907463362172;AGRICULTURE;22771.01080008469;1.1532205916004727
11429AB0224;0.0;100.0;0.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;97.5;17.76;0.0;0.0;0.0;0.0;82.24;26.73;0.36;68.85;4.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;12.590060365224625;44.41380325979751;30.790656050172103;1.8156871977298292;0.0;17.922041374584815;82.07795862541519;AGRICULTURE;1073.2726001021372;1.1703292301332704
11429AB0225;1.75;98.25;0.0;0.0;0.0;0.0;0.0;2.09;0.0;0.0;0.0;97.91;18.52;0.0;0.0;0.0;0.0;81.48;44.23;0.42;31.21;21.7;2.45;0.0;0.0;0.0;0.0;0.0;0.0;100.0;19.172218181525057;43.66661047070175;13.957536315553687;9.704535022349088;1.095673308974897;17.519314659820896;82.48068534017911;AGRICULTURE;1053.9051500481526;1.1515952079324003
11429AB0226;72.88;27.12;0.0;0.0;0.0;0.0;0.0;1.96;0.0;0.0;0.0;98.04;19.19;0.0;0.0;0.0;0.0;80.81;42.92;1.81;44.01;11.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;31.134453905601106;11.744931672853614;19.68187033795315;5.035625085329526;0.0;13.519376200347477;86.48062379965252;ARTIFICIALISE;1034.7913499823335;1.1480071299810193
11429AB0227;96.85;3.15;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;99.8;15.22;0.0;0.0;0.0;0.0;84.78;49.13;3.77;38.07;7.46;1.57;0.0;0.0;0.0;0.0;2.64;0.0;97.36;41.31658202223412;1.8732671993071357;17.025421580683396;3.2488151686422544;0.702125344934934;12.833242263160367;87.16675773683963;ARTIFICIALISE;1612.7192999737917;1.171702832605635
11429AB0228;42.21;57.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.83;0.0;0.0;0.0;0.0;97.17;79.84;0.0;16.43;3.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;35.51448901504849;25.84447368394257;7.347719374064309;1.6725788471698426;0.0;14.075852184045043;85.92414781595495;AGRICULTURE;517.7624498200962;2.953862817287595
11429AB0231;32.95;67.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;1.06;0.0;34.35;64.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;14.624381012542036;29.985671578272182;15.361787005423555;28.885526133342285;0.0;17.771473145916012;82.22852685408398;AGRICULTURE;1338.6258500032816;2.1779917386987466
11429AB0232;53.33;46.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;14.2;0.0;0.0;0.0;0.0;85.8;27.3;0.0;67.09;4.64;0.97;0.0;0.0;0.0;0.0;0.0;0.0;100.0;22.31856357385036;20.871458501983035;30.00356012209218;2.0750710831198047;0.4337971876349592;15.140490093736071;84.85950990626392;ARTIFICIALISE;2103.740399903954;1.5685499159204388
11429AB0233;60.28;39.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;6.13;0.0;0.0;0.0;0.0;93.87;7.77;0.0;58.43;33.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;25.647093987428672;17.76332401325833;26.13069038506254;15.115819527898577;0.0;16.931385582729625;83.06861441727037;ARTIFICIALISE;2918.6866499115185;1.3041511979313576
11429AB0234;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;9.96;0.0;39.57;50.47;0.0;0.0;0.0;0.0;0.0;91.61;0.0;8.39;43.82054677887988;0.0;17.696241973933336;41.53994378908089;0.0;20.61134650837882;79.38865349162118;ARTIFICIALISE;825.0450500125943;1.6888239478804614
11429AB0235;9.51;90.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.48;98.2;1.33;0.0;0.0;0.0;0.0;100.0;0.0;0.0;4.2530012932045995;40.46835825679119;0.21466252583997983;54.283036024157674;0.5947940820149441;19.962770436401676;80.03722956359832;AGRICULTURE;414.30079995088425;1.5232496919850245
11429AB0253;100.0;0.0;0.0;0.0;0.0;0.0;0.0;58.89;0.0;0.0;0.0;41.11;0.0;0.0;0.0;0.0;0.0;100.0;15.15;8.66;76.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;43.524757322700836;25.643845265482327;34.07320384114179;0.0;0.0;20.64836128586499;79.351638714135;ARTIFICIALISE;72.36430001461812;1.8647699718106325
11429AB0254;16.09;72.76;0.0;11.15;0.0;0.0;0.0;84.33;0.0;0.0;0.0;15.67;0.95;0.0;0.0;0.0;0.0;99.05;11.76;79.38;5.78;3.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;7.619058340766266;43.368014480720696;2.584894581989757;4.829986542424316;0.0;11.680390789180207;88.31960921081979;AGRICULTURE;5583.075900062811;1.202988235889264
11429AB0272;58.34;33.76;0.0;7.9;0.0;0.0;0.0;95.97;0.0;0.0;0.0;4.03;0.0;0.0;0.0;0.0;0.0;100.0;0.07;92.4;2.57;4.97;0.0;0.0;0.0;0.0;0.0;0.86;0.0;99.14;26.082632535846535;47.48523749545747;1.149338940434892;3.5407598054654876;0.0;15.651593755440876;84.34840624455913;ARTIFICIALISE;3446.317550098028;1.1654167746866881
11429AB0273;0.53;60.4;0.0;39.07;0.0;0.0;0.0;1.46;0.0;0.0;0.0;98.54;0.0;0.0;0.0;0.0;0.0;100.0;0.51;0.67;41.8;57.03;0.0;0.0;0.0;0.0;0.0;68.51;0.0;31.49;0.28490349243208657;26.78031142462686;18.69352829189824;31.83243424559297;0.0;15.51823549091003;84.48176450908997;AGRICULTURE;4832.713600039337;1.8990342273981375
11429AB0274;23.04;76.96;0.0;0.0;0.0;0.0;0.0;85.52;0.0;0.0;0.0;14.48;0.0;0.0;0.0;0.0;0.0;100.0;3.52;2.99;75.51;17.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;10.02678014120186;44.07206575598652;33.76909859620182;8.040900447089244;0.0;19.18176898809589;80.81823101190412;AGRICULTURE;1244.5534500101055;1.3179530118073914
11429AB0275;38.05;61.84;0.0;0.11;0.0;0.0;0.0;96.96;0.0;0.0;0.0;3.04;0.0;0.0;0.0;0.0;0.0;100.0;4.46;92.1;2.55;0.89;0.0;0.0;0.0;0.0;0.0;0.03;0.0;99.97;16.630349364941193;47.74325921007069;1.1403946685248927;0.3850064934517339;0.0;13.179801947397703;86.8201980526023;AGRICULTURE;27595.452800034116;1.2923433572121994
