PL;CODE_DEP;NOM_COM;CODE_COM;SECTION;NUMERO;DALLE;DOM_2018;PROB_2018;DOM_2019;PROB_2019;DOM_2020;PROB_2020;DOM_2021;PROB_2021;DOM_2022;PROB_2022;DOM_2023;PROB_2023;DOM_2024;PROB_2024;DOMINANTE;SCORE_STABILITE;PROBA_PONDEREE;LOGIQUE_ARBITRAGE
11429AT0031;11;Villemoustaussou;429;AT;0031;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0007;11;Villemoustaussou;429;AT;0007;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0030;11;Villemoustaussou;429;AT;0030;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0028;11;Villemoustaussou;429;AT;0028;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0008;11;Villemoustaussou;429;AT;0008;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0027;11;Villemoustaussou;429;AT;0027;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0025;11;Villemoustaussou;429;AT;0025;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0011;11;Villemoustaussou;429;AT;0011;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0010;11;Villemoustaussou;429;AT;0010;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0009;11;Villemoustaussou;429;AT;0009;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0014;11;Villemoustaussou;429;AT;0014;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0108;11;Villemoustaussou;429;AT;0108;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0107;11;Villemoustaussou;429;AT;0107;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0013;11;Villemoustaussou;429;AT;0013;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0105;11;Villemoustaussou;429;AT;0105;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0029;11;Villemoustaussou;429;AT;0029;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0012;11;Villemoustaussou;429;AT;0012;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0026;11;Villemoustaussou;429;AT;0026;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0016;11;Villemoustaussou;429;AT;0016;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0015;11;Villemoustaussou;429;AT;0015;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0017;11;Villemoustaussou;429;AT;0017;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0018;11;Villemoustaussou;429;AT;0018;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0019;11;Villemoustaussou;429;AT;0019;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0020;11;Villemoustaussou;429;AT;0020;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0021;11;Villemoustaussou;429;AT;0021;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0022;11;Villemoustaussou;429;AT;0022;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AX0061;11;Villemoustaussou;429;AX;0061;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AX0023;11;Villemoustaussou;429;AX;0023;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AX0021;11;Villemoustaussou;429;AX;0021;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AX0020;11;Villemoustaussou;429;AX;0020;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AX0019;11;Villemoustaussou;429;AX;0019;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AX0018;11;Villemoustaussou;429;AX;0018;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AX0017;11;Villemoustaussou;429;AX;0017;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AX0015;11;Villemoustaussou;429;AX;0015;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AX0014;11;Villemoustaussou;429;AX;0014;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0253;11;Villemoustaussou;429;AM;0253;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0249;11;Villemoustaussou;429;AM;0249;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0204;11;Villemoustaussou;429;AM;0204;2;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;55.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;100.0;AUTRE;71.4;0.0;MAJORITE
11429AM0205;11;Villemoustaussou;429;AM;0205;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0052;11;Villemoustaussou;429;AM;0052;2;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;79.0;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;71.4;95.8;MAJORITE
11429AM0255;11;Villemoustaussou;429;AM;0255;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;100.0;AUTRE;85.7;0.0;MAJORITE
11429AM0251;11;Villemoustaussou;429;AM;0251;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0202;11;Villemoustaussou;429;AM;0202;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0254;11;Villemoustaussou;429;AM;0254;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0051;11;Villemoustaussou;429;AM;0051;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0054;11;Villemoustaussou;429;AM;0054;2;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;72.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;85.7;0.0;MAJORITE
11429AM0053;11;Villemoustaussou;429;AM;0053;2;NATURE;92.0;NATURE;92.0;AGRICULTURE;72.1;AGRICULTURE;29.3;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;42.9;0.0;MAJORITE
11429AM0047;11;Villemoustaussou;429;AM;0047;2;NATURE;92.0;NATURE;92.0;NATURE;94.0;NATURE;86.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;NATURE;57.1;91.0;MAJORITE
11429AM0013;11;Villemoustaussou;429;AM;0013;2;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;100.0;MAJORITE
11429AM0046;11;Villemoustaussou;429;AM;0046;2;NATURE;92.0;NATURE;92.0;NATURE;96.0;AUTRE;0.0;AGRICULTURE;32.0;AUTRE;0.0;AUTRE;0.0;AUTRE;42.9;0.0;RECENCE_EGALITE
11429AM0045;11;Villemoustaussou;429;AM;0045;2;NATURE;92.0;AUTRE;0.0;NATURE;99.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;71.4;0.0;MAJORITE
11429AM0014;11;Villemoustaussou;429;AM;0014;2;AGRICULTURE;100.0;AGRICULTURE;91.1;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AUTRE;0.0;AGRICULTURE;85.7;98.5;MAJORITE
11429AM0044;11;Villemoustaussou;429;AM;0044;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0017;11;Villemoustaussou;429;AM;0017;2;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;100.0;MAJORITE
11429AM0043;11;Villemoustaussou;429;AM;0043;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0016;11;Villemoustaussou;429;AM;0016;2;AGRICULTURE;100.0;AUTRE;0.0;AGRICULTURE;100.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;71.4;0.0;MAJORITE
11429AM0015;11;Villemoustaussou;429;AM;0015;2;AGRICULTURE;100.0;AUTRE;0.0;AGRICULTURE;100.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;71.4;0.0;MAJORITE
11429AM0147;11;Villemoustaussou;429;AM;0147;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AN0001;11;Villemoustaussou;429;AN;0001;2;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;81.0;AGRICULTURE;55.0;AGRICULTURE;99.0;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;71.4;87.0;MAJORITE
11429AN0002;11;Villemoustaussou;429;AN;0002;2;AUTRE;0.0;AUTRE;0.0;NATURE;68.0;AUTRE;0.0;AGRICULTURE;44.0;AUTRE;0.0;AUTRE;0.0;AUTRE;71.4;0.0;MAJORITE
11429AN0003;11;Villemoustaussou;429;AN;0003;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AN0004;11;Villemoustaussou;429;AN;0004;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AN0043;11;Villemoustaussou;429;AN;0043;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0059;11;Villemoustaussou;429;AS;0059;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0058;11;Villemoustaussou;429;AS;0058;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0064;11;Villemoustaussou;429;AS;0064;2;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;49.0;AGRICULTURE;66.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;71.4;0.0;MAJORITE
11429AS0066;11;Villemoustaussou;429;AS;0066;2;AGRICULTURE;34.0;AUTRE;0.0;AGRICULTURE;70.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;71.4;0.0;MAJORITE
11429AS0084;11;Villemoustaussou;429;AS;0084;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0052;11;Villemoustaussou;429;AS;0052;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0054;11;Villemoustaussou;429;AS;0054;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0085;11;Villemoustaussou;429;AS;0085;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0007;11;Villemoustaussou;429;AM;0007;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0222;11;Villemoustaussou;429;AM;0222;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0217;11;Villemoustaussou;429;AM;0217;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0252;11;Villemoustaussou;429;AM;0252;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0011;11;Villemoustaussou;429;AM;0011;2;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;100.0;MAJORITE
11429AM0250;11;Villemoustaussou;429;AM;0250;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0056;11;Villemoustaussou;429;AS;0056;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0220;11;Villemoustaussou;429;AM;0220;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0221;11;Villemoustaussou;429;AM;0221;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0216;11;Villemoustaussou;429;AM;0216;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0023;11;Villemoustaussou;429;AS;0023;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0212;11;Villemoustaussou;429;AM;0212;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0008;11;Villemoustaussou;429;AM;0008;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0012;11;Villemoustaussou;429;AM;0012;2;AGRICULTURE;100.0;AGRICULTURE;90.2;AGRICULTURE;98.6;AGRICULTURE;98.8;AGRICULTURE;98.6;AGRICULTURE;100.0;AUTRE;0.0;AGRICULTURE;85.7;97.7;MAJORITE
11429AM0219;11;Villemoustaussou;429;AM;0219;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0213;11;Villemoustaussou;429;AM;0213;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0006;11;Villemoustaussou;429;AM;0006;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0061;11;Villemoustaussou;429;AS;0061;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0029;11;Villemoustaussou;429;AS;0029;2;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;100.0;MAJORITE
11429AS0026;11;Villemoustaussou;429;AS;0026;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0218;11;Villemoustaussou;429;AM;0218;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0214;11;Villemoustaussou;429;AM;0214;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AM0215;11;Villemoustaussou;429;AM;0215;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AS0027;11;Villemoustaussou;429;AS;0027;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;100.0;AUTRE;85.7;0.0;MAJORITE
11429AT0164;11;Villemoustaussou;429;AT;0164;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0411;11;Villemoustaussou;429;AT;0411;2;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;100.0;MAJORITE
11429AT0412;11;Villemoustaussou;429;AT;0412;2;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;AGRICULTURE;100.0;100.0;MAJORITE
11429AT0165;11;Villemoustaussou;429;AT;0165;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0408;11;Villemoustaussou;429;AT;0408;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0388;11;Villemoustaussou;429;AT;0388;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0409;11;Villemoustaussou;429;AT;0409;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0394;11;Villemoustaussou;429;AT;0394;2;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;84.3;AGRICULTURE;79.3;AGRICULTURE;99.0;AUTRE;0.0;AUTRE;0.0;AUTRE;57.1;0.0;MAJORITE
11429AT0395;11;Villemoustaussou;429;AT;0395;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0039;11;Villemoustaussou;429;AT;0039;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0400;11;Villemoustaussou;429;AT;0400;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0401;11;Villemoustaussou;429;AT;0401;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0040;11;Villemoustaussou;429;AT;0040;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0406;11;Villemoustaussou;429;AT;0406;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0398;11;Villemoustaussou;429;AT;0398;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0041;11;Villemoustaussou;429;AT;0041;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0042;11;Villemoustaussou;429;AT;0042;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AT0396;11;Villemoustaussou;429;AT;0396;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
