PL;CODE_DEP;NOM_COM;CODE_COM;SECTION;NUMERO;DALLE;ARTIFICIALISE_%;AGRICULTURE_%;NATURE_%;BOIS_%;EAU_%;AUTRE_%;DOMINANTE;PROBA_PONDEREE;SURF_CAD
11429AA0131;11;Villemoustaussou;429;AA;0131;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2043.8397997860393
11429AA0135;11;Villemoustaussou;429;AA;0135;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2378.4048000831945
11429AA0118;11;Villemoustaussou;429;AA;0118;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3768.260849980677
11429AA0136;11;Villemoustaussou;429;AA;0136;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3571.002350123727
11429AA0133;11;Villemoustaussou;429;AA;0133;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;546.9292999832704
11429AA0139;11;Villemoustaussou;429;AA;0139;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3664.4349000892953
11429AA0117;11;Villemoustaussou;429;AA;0117;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2502.6541001489504
11429AA0468;11;Villemoustaussou;429;AA;0468;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1501.5005499498463
11429AA0115;11;Villemoustaussou;429;AA;0115;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3881.889399912243
11429AA0137;11;Villemoustaussou;429;AA;0137;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;13.204400008812685
11429AA0298;11;Villemoustaussou;429;AA;0298;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;979.0352500183324
11429AA0460;11;Villemoustaussou;429;AA;0460;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1295.132100006117
11429AA0467;11;Villemoustaussou;429;AA;0467;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1159.9651499943343
11429AA0461;11;Villemoustaussou;429;AA;0461;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1302.2049500426172
11429AA0462;11;Villemoustaussou;429;AA;0462;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1304.2725500297147
11429AA0203;11;Villemoustaussou;429;AA;0203;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3013.8294499749854
11429AA0204;11;Villemoustaussou;429;AA;0204;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3797.3084498969474
11429AA0205;11;Villemoustaussou;429;AA;0205;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;4823.558050017646
11429AA0206;11;Villemoustaussou;429;AA;0206;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2447.199150023511
11429AA0190;11;Villemoustaussou;429;AA;0190;2;0.0;96.8;0.0;0.0;0.0;3.2;AGRICULTURE;98.0;9647.165749788404
11429AA0193;11;Villemoustaussou;429;AA;0193;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;5540.160499885406
11429AA0464;11;Villemoustaussou;429;AA;0464;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;810.8151500337553
11429AA0463;11;Villemoustaussou;429;AA;0463;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;760.5793499018438
11429AY0016;11;Villemoustaussou;429;AY;0016;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;421.9889999791447
11429AY0012;11;Villemoustaussou;429;AY;0012;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;22.720000001362642
11429AA0282;11;Villemoustaussou;429;AA;0282;2;0.0;86.77;0.0;0.0;0.0;13.23;AGRICULTURE;100.0;7216.08209989273
11429AA0283;11;Villemoustaussou;429;AA;0283;2;0.0;100.0;0.0;0.0;0.0;0.0;AGRICULTURE;100.0;11238.457499805561
11429AA0281;11;Villemoustaussou;429;AA;0281;2;0.0;99.52;0.0;0.0;0.0;0.48;AGRICULTURE;100.0;2649.448150100508
11429AA0271;11;Villemoustaussou;429;AA;0271;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;302.89825001414937
11429AA0272;11;Villemoustaussou;429;AA;0272;2;0.0;89.38;0.0;0.0;0.0;10.62;AGRICULTURE;63.0;3744.2500999367926
11429AA0268;11;Villemoustaussou;429;AA;0268;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;222.4974999271659
11429AA0269;11;Villemoustaussou;429;AA;0269;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;619.311100045312
11429AA0270;11;Villemoustaussou;429;AA;0270;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2048.12410003934
11429AA0267;11;Villemoustaussou;429;AA;0267;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;239.48789995868265
11429AA0265;11;Villemoustaussou;429;AA;0265;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1041.6993000490043
11429AA0278;11;Villemoustaussou;429;AA;0278;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3594.5494499962806
11429AA0263;11;Villemoustaussou;429;AA;0263;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1711.2224999625923
11429AA0266;11;Villemoustaussou;429;AA;0266;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;23.167200001580362
11429AA0260;11;Villemoustaussou;429;AA;0260;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;817.2987500665168
11429AA0264;11;Villemoustaussou;429;AA;0264;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;7.908349999371193
11429AA0261;11;Villemoustaussou;429;AA;0261;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;7.097649995728419
11429AA0262;11;Villemoustaussou;429;AA;0262;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1707.7603499513218
11429AA0273;11;Villemoustaussou;429;AA;0273;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1002.0207000435081
11429AA0275;11;Villemoustaussou;429;AA;0275;2;0.0;0.01;0.0;0.0;0.0;99.99;AUTRE;0.0;6552.608000065411
11429AA0247;11;Villemoustaussou;429;AA;0247;2;0.0;94.99;0.0;0.0;0.0;5.01;AGRICULTURE;100.0;11568.344650015377
11429AA0259;11;Villemoustaussou;429;AA;0259;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1191.7731999565237
11429AA0258;11;Villemoustaussou;429;AA;0258;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1589.5218999870283
11429AA0257;11;Villemoustaussou;429;AA;0257;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1994.826850048836
11429AA0249;11;Villemoustaussou;429;AA;0249;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1129.4915000025874
11429AA0250;11;Villemoustaussou;429;AA;0250;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;953.1092499879978
11429AA0251;11;Villemoustaussou;429;AA;0251;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;918.8898000672742
11429AA0252;11;Villemoustaussou;429;AA;0252;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1083.4587499184127
11429AA0253;11;Villemoustaussou;429;AA;0253;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;726.5700000333507
11429AA0254;11;Villemoustaussou;429;AA;0254;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1047.9556000041955
11429AA0256;11;Villemoustaussou;429;AA;0256;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;234.2139500133672
11429AA0255;11;Villemoustaussou;429;AA;0255;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1170.5898500335343
11429AA0222;11;Villemoustaussou;429;AA;0222;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1856.130549918526
11429AA0219;11;Villemoustaussou;429;AA;0219;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;328.1815500130921
11429AA0218;11;Villemoustaussou;429;AA;0218;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;325.43775001690517
11429AA0220;11;Villemoustaussou;429;AA;0220;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;15.197149999714712
11429AA0214;11;Villemoustaussou;429;AA;0214;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;8.760599999540112
11429AA0217;11;Villemoustaussou;429;AA;0217;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;10.794799992170697
11429AZ0030;11;Villemoustaussou;429;AZ;0030;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;891.065250048984
11429AZ0025;11;Villemoustaussou;429;AZ;0025;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;810.9995000173897
11429AZ0026;11;Villemoustaussou;429;AZ;0026;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;6.979450002376758
11429AZ0027;11;Villemoustaussou;429;AZ;0027;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1061.2960499925152
11429AZ0029;11;Villemoustaussou;429;AZ;0029;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;109.49290004632006
11429AZ0021;11;Villemoustaussou;429;AZ;0021;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3857.477499889223
11425AE0016;11;Villegailhenc;425;AE;0016;2;0.0;11.92;0.0;0.0;0.0;88.08;AUTRE;0.0;31288.84264978117
11425AE0060;11;Villegailhenc;425;AE;0060;2;0.0;80.56;0.0;0.0;0.0;19.44;AGRICULTURE;100.0;16359.14905047713
11425AE0076;11;Villegailhenc;425;AE;0076;2;0.0;72.21;0.0;0.0;0.0;27.79;AGRICULTURE;100.0;12355.507850083637
11425AK0112;11;Villegailhenc;425;AK;0112;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;4219.600249917085
11425AK0119;11;Villegailhenc;425;AK;0119;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;8495.881700041606
11425AK0117;11;Villegailhenc;425;AK;0117;2;0.0;0.0;8.08;0.0;0.0;91.92;AUTRE;0.0;5763.247199847493
11425AE0023;11;Villegailhenc;425;AE;0023;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1673.18409982866
11425AK0113;11;Villegailhenc;425;AK;0113;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;6015.289800087041
11429AZ0004;11;Villemoustaussou;429;AZ;0004;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3961.873749998844
11425AE0062;11;Villegailhenc;425;AE;0062;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2893.439799868325
11429AZ0005;11;Villemoustaussou;429;AZ;0005;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;5922.728149969345
11429BA0102;11;Villemoustaussou;429;BA;0102;2;0.0;0.0;85.27;0.0;0.0;14.73;NATURE;100.0;6133.583000134449
11425AE0073;11;Villegailhenc;425;AE;0073;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2650.763699925193
11425AK0111;11;Villegailhenc;425;AK;0111;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;458.2083499894485
11425AE0075;11;Villegailhenc;425;AE;0075;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3624.2976999443167
11429BA0106;11;Villemoustaussou;429;BA;0106;2;0.0;0.0;99.29;0.0;0.0;0.71;NATURE;100.0;4890.27674996657
11425AK0114;11;Villegailhenc;425;AK;0114;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1750.954099976276
11425AK0115;11;Villegailhenc;425;AK;0115;2;0.0;0.0;0.01;0.0;0.0;99.99;AUTRE;0.0;2472.1933499101588
11425AE0015;11;Villegailhenc;425;AE;0015;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1225.417750037071
11429BA0115;11;Villemoustaussou;429;BA;0115;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1722.3908999049142
11425AK0118;11;Villegailhenc;425;AK;0118;2;0.0;0.0;76.68;0.0;0.0;23.32;NATURE;100.0;1826.7676000482468
11429AZ0009;11;Villemoustaussou;429;AZ;0009;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1711.848600034807
11429BA0101;11;Villemoustaussou;429;BA;0101;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1690.890149861127
11425AK0116;11;Villegailhenc;425;AK;0116;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;783.9409499619334
11429BA0098;11;Villemoustaussou;429;BA;0098;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1494.859199992378
11429BA0100;11;Villemoustaussou;429;BA;0100;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;980.2407501422149
11425AE0061;11;Villegailhenc;425;AE;0061;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;966.05114975415
11429BA0097;11;Villemoustaussou;429;BA;0097;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;474.83840000583865
11425AE0014;11;Villegailhenc;425;AE;0014;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;779.78720000144
11425AE0074;11;Villegailhenc;425;AE;0074;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;255.54639998519107
11425AE0202;11;Villegailhenc;425;AE;0202;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;699.2612500737265
11425AE0201;11;Villegailhenc;425;AE;0201;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1565.0315999853785
11425AE0151;11;Villegailhenc;425;AE;0151;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2080.2217000071705
11425AE0204;11;Villegailhenc;425;AE;0204;2;0.0;91.08;0.0;0.0;0.0;8.92;AGRICULTURE;93.0;12753.543500084246
11425AE0203;11;Villegailhenc;425;AE;0203;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;316.0528999511098
11425AE0282;11;Villegailhenc;425;AE;0282;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3332.8916500090218
11425AK0149;11;Villegailhenc;425;AK;0149;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3278.5436001984262
11425AK0140;11;Villegailhenc;425;AK;0140;2;0.0;26.9;0.0;0.0;0.0;73.1;AUTRE;0.0;276.2221000277626
11425AK0122;11;Villegailhenc;425;AK;0122;2;0.0;93.6;0.0;0.0;0.0;6.4;AGRICULTURE;100.0;3671.6376498081036
11425AK0121;11;Villegailhenc;425;AK;0121;2;0.0;1.87;0.0;0.0;0.0;98.13;AUTRE;0.0;1621.0105500100528
11429BB0256;11;Villemoustaussou;429;BB;0256;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1720.8419501265244
11429BB0307;11;Villemoustaussou;429;BB;0307;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1186.9557499443445
11429BB0429;11;Villemoustaussou;429;BB;0429;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1386.0629501126673
11429BB0255;11;Villemoustaussou;429;BB;0255;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1390.9045000048889
11429BB0430;11;Villemoustaussou;429;BB;0430;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;687.5882499771042
11429BB0238;11;Villemoustaussou;429;BB;0238;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;6818.755799901186
11429BB0160;11;Villemoustaussou;429;BB;0160;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1252.0901499487566
11429BB0306;11;Villemoustaussou;429;BB;0306;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;376.3123500317334
11429BB0022;11;Villemoustaussou;429;BB;0022;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3297.0165999215033
11429BB0305;11;Villemoustaussou;429;BB;0305;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;595.2121999887117
11429BB0021;11;Villemoustaussou;429;BB;0021;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;125.52265000693342
11429BB0339;11;Villemoustaussou;429;BB;0339;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3119.8489999121334
11429BB0031;11;Villemoustaussou;429;BB;0031;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;563.3654000223524
11429BB0012;11;Villemoustaussou;429;BB;0012;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1838.9247000467526
11429BB0023;11;Villemoustaussou;429;BB;0023;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2321.734850118203
11429BB0237;11;Villemoustaussou;429;BB;0237;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;225.3439499875218
11429BB0456;11;Villemoustaussou;429;BB;0456;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1003.996699979876
11429BB0239;11;Villemoustaussou;429;BB;0239;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;455.8737500161387
11429BB0311;11;Villemoustaussou;429;BB;0311;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2546.5371499726884
11429BB0345;11;Villemoustaussou;429;BB;0345;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;111.16749995604336
11429BB0013;11;Villemoustaussou;429;BB;0013;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;12.851099998059079
11429BB0211;11;Villemoustaussou;429;BB;0211;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;86.10420003498365
11429BB0212;11;Villemoustaussou;429;BB;0212;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2414.8402499871986
11429BB0338;11;Villemoustaussou;429;BB;0338;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1410.6270500158466
11429BB0343;11;Villemoustaussou;429;BB;0343;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;6.741299998565274
11429BB0344;11;Villemoustaussou;429;BB;0344;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;12.534050002371938
11429BB0302;11;Villemoustaussou;429;BB;0302;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1040.4900500008039
11429BB0207;11;Villemoustaussou;429;BB;0207;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;107.64020004246868
11429BB0208;11;Villemoustaussou;429;BB;0208;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1860.5842499990106
11429BB0303;11;Villemoustaussou;429;BB;0303;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;621.5987000075634
11429BB0210;11;Villemoustaussou;429;BB;0210;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1641.285149969865
11429AY0286;11;Villemoustaussou;429;AY;0286;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;305.688600058435
11429AY0002;11;Villemoustaussou;429;AY;0002;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;423.64980003766584
11429AY0278;11;Villemoustaussou;429;AY;0278;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1133.927800021935
11429AY0005;11;Villemoustaussou;429;AY;0005;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1473.0762500500769
11429AY0004;11;Villemoustaussou;429;AY;0004;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1393.346350013412
11429AZ0162;11;Villemoustaussou;429;AZ;0162;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;391.4962500176114
11429AZ0148;11;Villemoustaussou;429;AZ;0148;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;13.221949994946547
11429AZ0157;11;Villemoustaussou;429;AZ;0157;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1491.924449978298
11429AZ0073;11;Villemoustaussou;429;AZ;0073;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;41.24840000656983
11429AZ0161;11;Villemoustaussou;429;AZ;0161;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2371.91790001489
11429AY0281;11;Villemoustaussou;429;AY;0281;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;21.232650014246605
11429AZ0150;11;Villemoustaussou;429;AZ;0150;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;8.72409999708503
11429AZ0152;11;Villemoustaussou;429;AZ;0152;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;27.800999988559987
11429AZ0154;11;Villemoustaussou;429;AZ;0154;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;71.00959998673953
11429AY0213;11;Villemoustaussou;429;AY;0213;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2119.3473999931657
11429AY0284;11;Villemoustaussou;429;AY;0284;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1127.0239499687418
11429AY0212;11;Villemoustaussou;429;AY;0212;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;548.6588499639569
11429AZ0160;11;Villemoustaussou;429;AZ;0160;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;96.05714999881715
11429AY0283;11;Villemoustaussou;429;AY;0283;2;0.0;0.88;0.0;0.0;0.0;99.12;AUTRE;0.0;2209.8919999164377
11429AZ0156;11;Villemoustaussou;429;AZ;0156;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;19.36714997770349
11429AZ0158;11;Villemoustaussou;429;AZ;0158;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;81.03205002466814
11429AZ0159;11;Villemoustaussou;429;AZ;0159;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2557.685100042443
11429AY0279;11;Villemoustaussou;429;AY;0279;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;25.569149987094942
11429AY0007;11;Villemoustaussou;429;AY;0007;2;0.0;3.7;0.0;0.0;0.0;96.3;AUTRE;0.0;4083.8041000656262
11429AZ0036;11;Villemoustaussou;429;AZ;0036;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3295.6053500070293
11429AZ0059;11;Villemoustaussou;429;AZ;0059;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1961.387999918135
11429AZ0001;11;Villemoustaussou;429;AZ;0001;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3406.6721500776694
11429AZ0018;11;Villemoustaussou;429;AZ;0018;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2238.050100039398
11429AZ0017;11;Villemoustaussou;429;AZ;0017;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1185.86460001751
11429AZ0144;11;Villemoustaussou;429;AZ;0144;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;258.90094999962525
11429AZ0141;11;Villemoustaussou;429;AZ;0141;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1202.6418500009581
11429AZ0016;11;Villemoustaussou;429;AZ;0016;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2871.87214992208
11429AZ0140;11;Villemoustaussou;429;AZ;0140;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1290.8689000094364
11429AZ0131;11;Villemoustaussou;429;AZ;0131;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;949.6360000132621
11429AZ0142;11;Villemoustaussou;429;AZ;0142;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1059.9589000151661
11429AZ0002;11;Villemoustaussou;429;AZ;0002;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;996.470150102
11429AZ0132;11;Villemoustaussou;429;AZ;0132;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;740.5749500203343
11429AZ0145;11;Villemoustaussou;429;AZ;0145;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;477.95034998621435
11429AZ0146;11;Villemoustaussou;429;AZ;0146;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1601.1362500233954
11429AZ0014;11;Villemoustaussou;429;AZ;0014;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1723.700700050821
11429AZ0010;11;Villemoustaussou;429;AZ;0010;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3255.8054500146354
11429AZ0008;11;Villemoustaussou;429;AZ;0008;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3446.4243999267737
11429AZ0013;11;Villemoustaussou;429;AZ;0013;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1422.3499998670013
11429AZ0012;11;Villemoustaussou;429;AZ;0012;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;891.3732500001713
11429AZ0007;11;Villemoustaussou;429;AZ;0007;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2525.362150017161
11429AZ0011;11;Villemoustaussou;429;AZ;0011;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;306.6763000112796
11425AE0070;11;Villegailhenc;425;AE;0070;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;697.7563499355214
11425AE0068;11;Villegailhenc;425;AE;0068;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3236.8924000867414
11425AE0069;11;Villegailhenc;425;AE;0069;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;760.6955498471816
11425AE0013;11;Villegailhenc;425;AE;0013;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1668.329300071427
11425AE0067;11;Villegailhenc;425;AE;0067;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;175.0146000042135
11425AE0066;11;Villegailhenc;425;AE;0066;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;145.53674999330124
11429BA0015;11;Villemoustaussou;429;BA;0015;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2005.0780500157343
11429BA0014;11;Villemoustaussou;429;BA;0014;2;0.0;0.0;1.35;0.0;0.0;98.65;AUTRE;0.0;600.3066499511966
11429AZ0006;11;Villemoustaussou;429;AZ;0006;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1223.3955000081169
11425AE0072;11;Villegailhenc;425;AE;0072;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1004.3751501056989
11425AE0063;11;Villegailhenc;425;AE;0063;2;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;438.3092499482794
