PL;CODE_DEP;NOM_COM;CODE_COM;SECTION;NUMERO;DALLE;ARTIFICIALISE_%;AGRICULTURE_%;NATURE_%;BOIS_%;EAU_%;AUTRE_%;DOMINANTE;PROBA_PONDEREE;SURF_CAD
11430AA0100;11;Villeneuve-la-Comptal;430;AA;0100;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;127.44210004080577
11430AA0103;11;Villeneuve-la-Comptal;430;AA;0103;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;343.07409994118643
11430AA0101;11;Villeneuve-la-Comptal;430;AA;0101;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;129.83419993016093
11430AB0026;11;Villeneuve-la-Comptal;430;AB;0026;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;140.78309999914896
11430AA0106;11;Villeneuve-la-Comptal;430;AA;0106;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;353.4410000025269
11430AB0133;11;Villeneuve-la-Comptal;430;AB;0133;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;270.5820500014305
11430AB0029;11;Villeneuve-la-Comptal;430;AB;0029;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;101.83419998350712
11430AA0102;11;Villeneuve-la-Comptal;430;AA;0102;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;129.3393500711833
11430AB0012;11;Villeneuve-la-Comptal;430;AB;0012;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;100.98109998060897
11430AA0105;11;Villeneuve-la-Comptal;430;AA;0105;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;254.72774997739086
11430AA0095;11;Villeneuve-la-Comptal;430;AA;0095;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;196.0922000063691
11430AB0018;11;Villeneuve-la-Comptal;430;AB;0018;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;109.42409999949075
11430AA0111;11;Villeneuve-la-Comptal;430;AA;0111;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;92.27489998448863
11430AR0058;11;Villeneuve-la-Comptal;430;AR;0058;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;79.91259999580573
11430AA0099;11;Villeneuve-la-Comptal;430;AA;0099;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;110.72594998859306
11430AA0019;11;Villeneuve-la-Comptal;430;AA;0019;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;195.41544999223885
11430AA0098;11;Villeneuve-la-Comptal;430;AA;0098;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;94.87995000017511
11430AR0062;11;Villeneuve-la-Comptal;430;AR;0062;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;60.265649992174616
11430AA0113;11;Villeneuve-la-Comptal;430;AA;0113;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;64.63660002221327
11430AB0013;11;Villeneuve-la-Comptal;430;AB;0013;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;49.80229999412647
11430AB0014;11;Villeneuve-la-Comptal;430;AB;0014;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;43.948150003920325
11430AA0024;11;Villeneuve-la-Comptal;430;AA;0024;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;62.329950008991815
11430AB0009;11;Villeneuve-la-Comptal;430;AB;0009;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;35.32564999412107
11430AB0016;11;Villeneuve-la-Comptal;430;AB;0016;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;41.91284998670602
11430AB0033;11;Villeneuve-la-Comptal;430;AB;0033;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;7.659700006802171
11430AB0112;11;Villeneuve-la-Comptal;430;AB;0112;1;0.0;99.49;0.0;0.0;0.0;0.51;AGRICULTURE;100.0;2588.587350074363
11430AB0114;11;Villeneuve-la-Comptal;430;AB;0114;1;0.0;94.4;0.27;0.0;0.0;5.33;AGRICULTURE;100.0;7292.002700132654
11430AB0108;11;Villeneuve-la-Comptal;430;AB;0108;1;0.0;96.32;0.0;0.0;0.0;3.68;AGRICULTURE;100.0;3630.4667499470106
11430AB0116;11;Villeneuve-la-Comptal;430;AB;0116;1;0.0;0.0;24.68;0.0;0.0;75.32;AUTRE;0.0;3388.8386498665645
11430AB0111;11;Villeneuve-la-Comptal;430;AB;0111;1;0.0;100.0;0.0;0.0;0.0;0.0;AGRICULTURE;100.0;1647.3354999501623
11430AB0117;11;Villeneuve-la-Comptal;430;AB;0117;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3496.5800999422145
11430AB0109;11;Villeneuve-la-Comptal;430;AB;0109;1;0.0;86.66;0.0;0.0;0.0;13.34;AGRICULTURE;100.0;3609.5389000618707
11430AB0110;11;Villeneuve-la-Comptal;430;AB;0110;1;0.0;29.26;0.0;0.0;0.0;70.74;AUTRE;0.0;5734.069950018672
11430AB0082;11;Villeneuve-la-Comptal;430;AB;0082;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;780.7713999515113
11430AB0075;11;Villeneuve-la-Comptal;430;AB;0075;1;0.0;43.36;0.0;0.0;0.0;56.64;AUTRE;0.0;6781.832250087271
11430AB0083;11;Villeneuve-la-Comptal;430;AB;0083;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;787.1072000071788
11430AB0081;11;Villeneuve-la-Comptal;430;AB;0081;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;771.1316000028771
11430AB0084;11;Villeneuve-la-Comptal;430;AB;0084;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;694.4746999817851
11430AB0126;11;Villeneuve-la-Comptal;430;AB;0126;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1360.1913501159688
11430AB0080;11;Villeneuve-la-Comptal;430;AB;0080;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;622.0507999813879
11430AB0127;11;Villeneuve-la-Comptal;430;AB;0127;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;492.1809999518987
11430AB0106;11;Villeneuve-la-Comptal;430;AB;0106;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2936.886800138703
11430AB0085;11;Villeneuve-la-Comptal;430;AB;0085;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1048.9186500079575
11430AB0079;11;Villeneuve-la-Comptal;430;AB;0079;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;623.2800500233617
11430AB0071;11;Villeneuve-la-Comptal;430;AB;0071;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1920.9697500134307
11430AB0088;11;Villeneuve-la-Comptal;430;AB;0088;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1443.6722500677095
11430AB0078;11;Villeneuve-la-Comptal;430;AB;0078;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;608.6984500655693
11430AB0086;11;Villeneuve-la-Comptal;430;AB;0086;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;918.97899999165
11430AB0089;11;Villeneuve-la-Comptal;430;AB;0089;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;463.91089989923603
11430AB0077;11;Villeneuve-la-Comptal;430;AB;0077;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;647.2145499792441
11430AB0091;11;Villeneuve-la-Comptal;430;AB;0091;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;943.4664499860719
11430AB0087;11;Villeneuve-la-Comptal;430;AB;0087;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;963.316600023764
11430AB0072;11;Villeneuve-la-Comptal;430;AB;0072;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1806.2934000241567
11430AB0074;11;Villeneuve-la-Comptal;430;AB;0074;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;196.87304999850625
11430AB0142;11;Villeneuve-la-Comptal;430;AB;0142;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;941.1923999654309
11430AB0076;11;Villeneuve-la-Comptal;430;AB;0076;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;707.0320499743889
11430AB0090;11;Villeneuve-la-Comptal;430;AB;0090;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;879.0317999595533
11430AB0148;11;Villeneuve-la-Comptal;430;AB;0148;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;797.0328500501075
11430AB0103;11;Villeneuve-la-Comptal;430;AB;0103;1;0.0;2.32;0.0;0.0;0.0;97.68;AUTRE;0.0;1053.7257000685897
11430AB0073;11;Villeneuve-la-Comptal;430;AB;0073;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;522.6226499854514
11430AB0107;11;Villeneuve-la-Comptal;430;AB;0107;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;4475.24814994338
11430AB0105;11;Villeneuve-la-Comptal;430;AB;0105;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1677.4707498803402
11430AB0104;11;Villeneuve-la-Comptal;430;AB;0104;1;0.0;90.29;0.0;0.0;0.0;9.71;AGRICULTURE;100.0;6140.946549955684
11430AA0048;11;Villeneuve-la-Comptal;430;AA;0048;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;106.27084999871286
11430AA0050;11;Villeneuve-la-Comptal;430;AA;0050;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;44.719850003659246
11430AA0062;11;Villeneuve-la-Comptal;430;AA;0062;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2859.419499995866
11430AA0049;11;Villeneuve-la-Comptal;430;AA;0049;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;45.99829999903582
11430AA0034;11;Villeneuve-la-Comptal;430;AA;0034;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;21.027450004652444
11430AA0035;11;Villeneuve-la-Comptal;430;AA;0035;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;29.824750002542046
11430AA0051;11;Villeneuve-la-Comptal;430;AA;0051;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;31.96160000283944
11430AA0063;11;Villeneuve-la-Comptal;430;AA;0063;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;10.35794999749791
11430AA0052;11;Villeneuve-la-Comptal;430;AA;0052;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;27.821050001602668
11430AA0053;11;Villeneuve-la-Comptal;430;AA;0053;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;50.636499992739644
11430AA0054;11;Villeneuve-la-Comptal;430;AA;0054;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;52.10364999793577
11430AA0055;11;Villeneuve-la-Comptal;430;AA;0055;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;116.20120000588064
11430AA0058;11;Villeneuve-la-Comptal;430;AA;0058;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;216.11449999778137
11430AA0057;11;Villeneuve-la-Comptal;430;AA;0057;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;113.5168000013497
11430AA0060;11;Villeneuve-la-Comptal;430;AA;0060;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;58.022999999769844
11430AA0059;11;Villeneuve-la-Comptal;430;AA;0059;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;39.24920000234137
11430AA0056;11;Villeneuve-la-Comptal;430;AA;0056;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;30.283050008045326
11430AA0017;11;Villeneuve-la-Comptal;430;AA;0017;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;48.59505001216899
11430AA0075;11;Villeneuve-la-Comptal;430;AA;0075;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;479.06559996839263
11430AA0072;11;Villeneuve-la-Comptal;430;AA;0072;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;729.2028000301993
11430AA0078;11;Villeneuve-la-Comptal;430;AA;0078;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;420.28954999840664
11430AA0070;11;Villeneuve-la-Comptal;430;AA;0070;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;569.5241999857732
11430AA0080;11;Villeneuve-la-Comptal;430;AA;0080;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;632.6295000072273
11430AA0074;11;Villeneuve-la-Comptal;430;AA;0074;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;457.3875500066899
11430AA0073;11;Villeneuve-la-Comptal;430;AA;0073;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1056.7857499532536
11430AA0040;11;Villeneuve-la-Comptal;430;AA;0040;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;939.473000017281
11430AA0069;11;Villeneuve-la-Comptal;430;AA;0069;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;394.8976999978746
11430AA0067;11;Villeneuve-la-Comptal;430;AA;0067;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1488.4250000090938
11430AA0041;11;Villeneuve-la-Comptal;430;AA;0041;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;695.1616500009309
11430AA0081;11;Villeneuve-la-Comptal;430;AA;0081;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;323.51400001986156
11430AA0068;11;Villeneuve-la-Comptal;430;AA;0068;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;85.38454999000783
11430AA0065;11;Villeneuve-la-Comptal;430;AA;0065;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3669.9228500927743
11430AA0039;11;Villeneuve-la-Comptal;430;AA;0039;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;602.3105999601673
11430AA0042;11;Villeneuve-la-Comptal;430;AA;0042;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;558.1879000018139
11430AA0043;11;Villeneuve-la-Comptal;430;AA;0043;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;278.13805000283924
11430AA0044;11;Villeneuve-la-Comptal;430;AA;0044;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;220.17500000279452
11430AA0045;11;Villeneuve-la-Comptal;430;AA;0045;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;166.86405000558966
11430AA0046;11;Villeneuve-la-Comptal;430;AA;0046;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;137.72810000308726
11430AA0119;11;Villeneuve-la-Comptal;430;AA;0119;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;74.94349999894655
11430AA0066;11;Villeneuve-la-Comptal;430;AA;0066;1;0.0;3.51;0.0;0.0;0.0;96.49;AUTRE;0.0;2878.2393499211676
11430AA0064;11;Villeneuve-la-Comptal;430;AA;0064;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;160.66569998537017
11430AA0118;11;Villeneuve-la-Comptal;430;AA;0118;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;24.613549999691127
11430AA0047;11;Villeneuve-la-Comptal;430;AA;0047;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;58.110799991286044
11430AA0037;11;Villeneuve-la-Comptal;430;AA;0037;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;26.738099995795032
11430AA0036;11;Villeneuve-la-Comptal;430;AA;0036;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;31.396049985628736
11430AA0032;11;Villeneuve-la-Comptal;430;AA;0032;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;48.98489999749688
11430AA0033;11;Villeneuve-la-Comptal;430;AA;0033;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;73.42664999329872
11430AA0030;11;Villeneuve-la-Comptal;430;AA;0030;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;83.55345000691334
11430AA0026;11;Villeneuve-la-Comptal;430;AA;0026;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;42.82405000301514
11430AA0022;11;Villeneuve-la-Comptal;430;AA;0022;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;59.82970000021946
11430AA0028;11;Villeneuve-la-Comptal;430;AA;0028;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;27.595499995253512
11430AA0025;11;Villeneuve-la-Comptal;430;AA;0025;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;36.390399996386044
11430AA0031;11;Villeneuve-la-Comptal;430;AA;0031;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;144.15185000840805
11430AC0071;11;Villeneuve-la-Comptal;430;AC;0071;1;0.0;98.32;0.0;0.0;0.0;1.68;AGRICULTURE;100.0;10712.654800050885
11430AR0048;11;Villeneuve-la-Comptal;430;AR;0048;1;0.0;27.66;0.0;0.0;0.0;72.34;AUTRE;0.0;7060.831750035752
11430AC0069;11;Villeneuve-la-Comptal;430;AC;0069;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;8848.950650056315
11430AB0015;11;Villeneuve-la-Comptal;430;AB;0015;1;0.0;65.36;0.0;0.0;0.0;34.64;AGRICULTURE;100.0;4597.947750156627
11430AR0054;11;Villeneuve-la-Comptal;430;AR;0054;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1081.874449948572
11430AR0056;11;Villeneuve-la-Comptal;430;AR;0056;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1622.411999997539
11430AB0024;11;Villeneuve-la-Comptal;430;AB;0024;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2937.7250499743827
11430AB0002;11;Villeneuve-la-Comptal;430;AB;0002;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;4033.9210999838947
11430AC0070;11;Villeneuve-la-Comptal;430;AC;0070;1;0.0;12.44;0.0;0.0;0.0;87.56;AUTRE;0.0;2351.7878999599116
11430AB0022;11;Villeneuve-la-Comptal;430;AB;0022;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3018.2019500022184
11430AB0035;11;Villeneuve-la-Comptal;430;AB;0035;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2256.443750001199
11430AB0020;11;Villeneuve-la-Comptal;430;AB;0020;1;0.0;2.97;0.0;0.0;0.0;97.03;AUTRE;0.0;3157.8282498416365
11430AR0095;11;Villeneuve-la-Comptal;430;AR;0095;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1651.737600127198
11430AR0092;11;Villeneuve-la-Comptal;430;AR;0092;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;3484.7509999280073
11430AR0100;11;Villeneuve-la-Comptal;430;AR;0100;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1706.3634498349427
11430AR0098;11;Villeneuve-la-Comptal;430;AR;0098;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1161.9540000377542
11430AR0099;11;Villeneuve-la-Comptal;430;AR;0099;1;0.0;35.55;0.0;0.0;0.0;64.45;AUTRE;0.0;1757.7164499460516
11430AC0066;11;Villeneuve-la-Comptal;430;AC;0066;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2558.753450059879
11430AB0023;11;Villeneuve-la-Comptal;430;AB;0023;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1339.8169500950157
11430AA0112;11;Villeneuve-la-Comptal;430;AA;0112;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;982.2740499600225
11430AC0074;11;Villeneuve-la-Comptal;430;AC;0074;1;0.0;85.82;0.0;0.0;0.0;14.18;AGRICULTURE;100.0;1401.4980499223598
11430AR0051;11;Villeneuve-la-Comptal;430;AR;0051;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1356.1080999685148
11430AR0050;11;Villeneuve-la-Comptal;430;AR;0050;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1320.0390499655293
11430AP0077;11;Villeneuve-la-Comptal;430;AP;0077;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1422.8814500924295
11430AB0003;11;Villeneuve-la-Comptal;430;AB;0003;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1262.72404992825
11430AA0003;11;Villeneuve-la-Comptal;430;AA;0003;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1058.7137000121008
11430AR0052;11;Villeneuve-la-Comptal;430;AR;0052;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1367.1577499386863
11430AP0074;11;Villeneuve-la-Comptal;430;AP;0074;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1593.2012500356313
11430AA0001;11;Villeneuve-la-Comptal;430;AA;0001;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1086.7343999953662
11430AR0096;11;Villeneuve-la-Comptal;430;AR;0096;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;264.4799000320902
11430AB0021;11;Villeneuve-la-Comptal;430;AB;0021;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1288.5684000233375
11430AR0049;11;Villeneuve-la-Comptal;430;AR;0049;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1015.0473000013117
11430AP0076;11;Villeneuve-la-Comptal;430;AP;0076;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;530.856799993193
11430AA0002;11;Villeneuve-la-Comptal;430;AA;0002;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;1030.1832000196687
11430AC0073;11;Villeneuve-la-Comptal;430;AC;0073;1;0.0;99.05;0.0;0.0;0.0;0.95;AGRICULTURE;100.0;740.4594500116236
11430AB0010;11;Villeneuve-la-Comptal;430;AB;0010;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;406.9953999966177
11430AB0132;11;Villeneuve-la-Comptal;430;AB;0132;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;781.5652000146716
11430AB0001;11;Villeneuve-la-Comptal;430;AB;0001;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;916.166500062481
11430AR0097;11;Villeneuve-la-Comptal;430;AR;0097;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;470.8083999857653
11430AB0004;11;Villeneuve-la-Comptal;430;AB;0004;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;487.56690002205323
11430AB0007;11;Villeneuve-la-Comptal;430;AB;0007;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;435.7583500175856
11430AB0011;11;Villeneuve-la-Comptal;430;AB;0011;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;175.3454500169707
11430AR0093;11;Villeneuve-la-Comptal;430;AR;0093;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;151.24735001303182
11430AR0055;11;Villeneuve-la-Comptal;430;AR;0055;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;286.88725005508377
11430AB0006;11;Villeneuve-la-Comptal;430;AB;0006;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;172.4575499893219
11430AC0068;11;Villeneuve-la-Comptal;430;AC;0068;1;0.0;65.36;0.0;0.0;0.0;34.64;AGRICULTURE;100.0;163.84270004049313
11430AB0005;11;Villeneuve-la-Comptal;430;AB;0005;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;153.55644996569336
11430AA0115;11;Villeneuve-la-Comptal;430;AA;0115;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;44.4723500017966
11430AP0075;11;Villeneuve-la-Comptal;430;AP;0075;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;19.912649995468815
11430AP0071;11;Villeneuve-la-Comptal;430;AP;0071;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;64.7091499773044
11430AR0094;11;Villeneuve-la-Comptal;430;AR;0094;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;18.144799995384922
11430AA0018;11;Villeneuve-la-Comptal;430;AA;0018;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;110.00560004106836
11430AA0110;11;Villeneuve-la-Comptal;430;AA;0110;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;75.13489998775758
11430AA0015;11;Villeneuve-la-Comptal;430;AA;0015;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;88.44994996686404
11430AA0021;11;Villeneuve-la-Comptal;430;AA;0021;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;80.73470001517883
11430AA0014;11;Villeneuve-la-Comptal;430;AA;0014;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;203.41070000981335
11430AA0023;11;Villeneuve-la-Comptal;430;AA;0023;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;29.70704999363299
11430AA0116;11;Villeneuve-la-Comptal;430;AA;0116;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;567.7100500205986
11430AA0013;11;Villeneuve-la-Comptal;430;AA;0013;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;114.65409998302438
11430AA0109;11;Villeneuve-la-Comptal;430;AA;0109;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;119.32309998172566
11430AA0011;11;Villeneuve-la-Comptal;430;AA;0011;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;230.32620001236901
11430AA0010;11;Villeneuve-la-Comptal;430;AA;0010;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;194.17874999657622
11430AA0020;11;Villeneuve-la-Comptal;430;AA;0020;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;87.2930999863549
11430AA0009;11;Villeneuve-la-Comptal;430;AA;0009;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;270.5417499960905
11430AA0016;11;Villeneuve-la-Comptal;430;AA;0016;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;32.937599986607765
11430AA0012;11;Villeneuve-la-Comptal;430;AA;0012;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;50.86090001220026
11430AA0008;11;Villeneuve-la-Comptal;430;AA;0008;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;353.22580000983737
11430AA0004;11;Villeneuve-la-Comptal;430;AA;0004;1;0.0;0.0;0.0;0.0;0.0;100.0;AUTRE;0.0;2738.162500109672
